GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss01g11540.1	At5g21090	76.168	214	4	217	12	217	8.88E-114	325	KOG0619	R	General function prediction only
Ss01g11530.1	At3g56840	60.57	421	14	415	66	482	0	517	KOG2665	S	Function unknown
Ss01g11550.1	At5g21090	60.19	211	1	211	10	216	2.91E-85	253	KOG0619	R	General function prediction only
Ss05g10750.1	At1g77410	52.54	807	46	827	6	780	0	833	KOG0496	G	Carbohydrate transport and metabolism
Ss05g10790.1	At1g22910	58.286	175	4	175	7	165	2.91E-56	185	KOG0149	R	General function prediction only
Ss05g10780.1	At4g10110	46.875	160	27	184	1	145	1.59E-33	118	KOG0131	A	RNA processing and modification
Ss02g01440.1	At4g21660	69.398	415	183	574	255	657	5.47E-179	522	KOG2330	A	RNA processing and modification
Ss02g01430.1	At2g34570	44.737	266	1	261	1	258	2.12E-75	231	KOG3164	R	General function prediction only
Ss02g01400.1	At1g17820	41.247	834	3	792	8	794	0	588	KOG2238	R	General function prediction only
Ss02g01380.1	At5g38730	42.954	589	4	573	6	593	2.65E-177	515	KOG4197	R	General function prediction only
Ss05g03990.1	At1g73600	76.86	484	16	499	71	554	0	810	KOG1269	IR	Lipid transport and metabolism; General function prediction only
Ss06g14060.1	At4g23860	48.724	431	1	378	1	423	1.04E-138	404	KOG2752	R	General function prediction only
Ss01g05090.1	At2g43105	42.308	520	30	515	26	525	1.02E-144	428	KOG2442	R	General function prediction only
Ss01g05100.1	At3g29230	38.569	573	16	583	23	587	1.29E-131	399	KOG4197	R	General function prediction only
Ss01g05150.1	At3g08000	76.667	90	44	133	42	131	7.09E-44	142	KOG0118	R	General function prediction only
Ss01g05160.1	At1g69870	48.087	601	16	588	45	640	0	588	KOG1237	E	Amino acid transport and metabolism
Ss01g05130.1	At1g05600	38.65	489	5	479	3	485	1.52E-111	341	KOG4197	R	General function prediction only
Ss01g05140.1	At3g07880	60.099	203	14	216	42	239	7.12E-84	250	KOG3205	T	Signal transduction mechanisms
Ss01g05180.1	At3g29230	39.709	481	43	518	82	559	3.56E-120	367	KOG4197	R	General function prediction only
Ss05g03970.1	At2g01600	61.111	594	1	569	1	571	0	677	KOG0251	UT	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms
Ss09g06310.1	At3g55130	49.721	358	61	399	73	424	4.61E-100	327	KOG0061	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss09g06300.1	At1g66230	65.686	204	1	188	1	201	4.82E-91	273	KOG0048	K	Transcription
Ss09g06230.1	At5g16940	68.493	73	1	73	39	111	1.97E-35	118	KOG4192	S	Function unknown
Ss09g06220.1	At2g01730_1	65.209	549	1	549	1	534	0	773	KOG1136	A	RNA processing and modification
Ss09g06280.1	At4g39330	60.399	351	2	352	8	358	3.12E-152	434	KOG0023	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss07g33540.1	At5g27700	76.829	82	1	82	1	82	1.44E-47	147	KOG3486	J	Translation, ribosomal structure and biogenesis
Ss07g33510.1	At5g27690	56.757	74	10	83	24	97	9.67E-24	101	KOG1603	P	Inorganic ion transport and metabolism
Ss07g33560.1	At5g49020	65.988	491	56	496	56	544	0	677	KOG1500	KO	Transcription; Posttranslational modification, protein turnover, chaperones
Ss03g18240.1	At5g18650	67.692	260	9	261	8	266	2.12E-125	358	KOG1940	R	General function prediction only
Ss06g11050.1	At3g13330	57.088	1827	1	1813	1	1709	0	2057	KOG1851	S	Function unknown
Ss06g11040.1	At3g16090	60	520	1	512	1	489	0	591	KOG0802	O	Posttranslational modification, protein turnover, chaperones
Ss06g11020.1	At3g13290	46.984	1409	1	1361	1	1322	0	1125	KOG1916	R	General function prediction only
Ss06g11010.1	At5g17070	44.954	218	91	306	32	232	2.87E-46	159	KOG3175	R	General function prediction only
Ss06g11030.1	At5g56140	70.588	289	5	287	28	313	9.64E-141	400	KOG1588	A	RNA processing and modification
Ss06g10980.1	At5g56020	70.042	237	1	229	1	230	7.06E-110	316	KOG2887	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g03520.1	At2g36240	36	400	91	457	79	475	3.32E-69	230	KOG4197	R	General function prediction only
Ss04g03530.1	At3g16060	58.918	499	121	558	78	556	0	532	KOG0246	Z	Cytoskeleton
Ss04g03500.1	At1g35647	54.023	87	12	98	364	450	1.26E-26	103	KOG0017	R	General function prediction only
Ss04g03510.1	At3g07530	37.306	193	119	308	179	356	2.25E-31	125	KOG1138	A	RNA processing and modification
Ss04g03540.1	At5g14770	39.929	844	62	895	36	866	0	619	KOG4197	R	General function prediction only
Ss04g03550.1	CE16252	47.907	215	22	234	32	240	5.66E-60	194	KOG1252	E	Amino acid transport and metabolism
Ss04g03580.1	At2g45630	39.416	137	4	124	19	155	7.22E-26	100	KOG0069	C	Energy production and conversion
Ss10g15420.1	At2g43400	75.868	547	25	571	89	633	0	897	KOG2415	C	Energy production and conversion
Ss10g15410.1	At1g33260	42.945	326	30	334	11	334	6.62E-87	273	KOG1187	T	Signal transduction mechanisms
Ss10g15470.1	At5g23450	59.207	706	22	706	23	715	0	788	KOG1116	IT	Lipid transport and metabolism; Signal transduction mechanisms
Ss10g15450.1	At1g33250	63.232	427	82	506	129	547	0	553	KOG2246	G	Carbohydrate transport and metabolism
Ss10g15440.1	At1g76890	42.683	328	83	388	32	338	2.68E-71	245	KOG4282	K	Transcription
Ss10g15490.1	At5g53580	73.41	346	52	397	1	323	0	524	KOG1575	C	Energy production and conversion
Ss03g29340.1	At5g19820	70.324	1112	10	1115	10	1116	0	1578	KOG2171	YU	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport
Ss03g29350.1	At1g03140	40.845	284	1	240	1	281	9.69E-51	172	KOG2808	A	RNA processing and modification
Ss03g29360.1	At2g32150	54.365	252	1	247	1	234	4.76E-83	251	KOG3109	R	General function prediction only
Ss03g29370.1	At2g32150	55.085	236	2	225	3	230	2.30E-85	256	KOG3109	R	General function prediction only
Ss05g22300.1	At3g55950	47.433	818	10	777	19	813	0	608	KOG1187	T	Signal transduction mechanisms
Ss05g22290.1	At3g08910	65.217	322	1	315	1	321	1.04E-147	419	KOG0714	O	Posttranslational modification, protein turnover, chaperones
Ss03g18250.1	At3g57350	60.992	887	6	863	4	875	0	1073	KOG2168	D	Cell cycle control, cell division, chromosome partitioning
Ss05g22310.1	At3g08510	54.146	591	3	587	5	581	0	626	KOG0169	T	Signal transduction mechanisms
Ss05g22340.1	At3g52250	38.703	478	839	1293	735	1206	1.10E-78	291	KOG1878	K	Transcription
Ss05g22330.1	At5g03160	67.257	452	1	445	13	462	0	560	KOG0550	O	Posttranslational modification, protein turnover, chaperones
Ss05g22380.1	At3g07070	62.077	414	1	406	1	405	1.82E-177	503	KOG1187	T	Signal transduction mechanisms
Ss05g22370.1	At3g45300	86.508	378	29	406	32	409	0	676	KOG0141	IE	Lipid transport and metabolism; Amino acid transport and metabolism
Ss10g02900.1	At3g04000	57.534	73	1	73	189	261	6.88E-25	95.1	KOG0725	R	General function prediction only
Ss07g05590.1	At1g05990	37.302	126	69	183	18	143	1.81E-18	79.3	KOG0027	T	Signal transduction mechanisms
Ss03g08390.1	At3g13120	75.969	129	68	196	67	191	3.43E-68	207	KOG0900	J	Translation, ribosomal structure and biogenesis
Ss03g08410.1	At4g36650	73.591	337	5	340	3	333	1.49E-164	477	KOG1597	K	Transcription
Ss03g08430.1	At3g18830	61.876	501	16	513	27	524	0	649	KOG0254	R	General function prediction only
Ss03g08460.1	At5g66730	50.924	487	4	465	6	457	7.05E-143	422	KOG1721	R	General function prediction only
Ss03g08450.1	At5g42970	84.712	399	1	399	1	397	0	698	KOG1497	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss07g05650.1	At2g44160	77.063	606	1	594	1	606	0	1003	KOG0564	E	Amino acid transport and metabolism
Ss07g26840.1	At3g43300	65.372	1776	4	1739	2	1667	0	2278	KOG0929	U	Intracellular trafficking, secretion, and vesicular transport
Ss07g26830.1	At1g61250	69.579	309	1	306	1	288	7.55E-157	441	KOG3088	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g12250.1	At5g63190	60.75	693	13	662	35	724	0	834	KOG0403	T	Signal transduction mechanisms
Ss04g12240.1	At4g24790	51.155	563	232	785	191	742	1.17E-168	514	KOG0989	L	Replication, recombination and repair
Ss03g26950.1	At3g58460	56.01	416	1	395	1	410	5.48E-160	457	KOG2632	S	Function unknown
Ss04g12220.1	At3g03420	66.477	176	30	203	20	194	5.31E-87	256	KOG3314	L	Replication, recombination and repair
Ss04g12210.1	At1g13180	82.904	427	1	427	1	427	0	768	KOG0678	Z	Cytoskeleton
Ss03g36920.1	At5g59820	48.148	81	42	122	39	107	2.47E-19	80.5	KOG1721	R	General function prediction only
Ss03g36930.1	At3g46090	53.165	79	38	114	37	111	4.96E-20	82	KOG1721	R	General function prediction only
Ss03g36900.1	At3g53610	88.35	206	11	215	11	216	2.32E-134	377	KOG0078	UT	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms
Ss03g36910.1	At3g53600	37.725	167	1	142	1	166	8.21E-27	100	KOG1721	R	General function prediction only
Ss03g36870.1	At3g53530	51.471	136	71	187	112	246	1.06E-31	116	KOG1603	P	Inorganic ion transport and metabolism
Ss03g36840.1	At5g13520	67.15	621	1	613	1	616	0	860	KOG1047	IEOV	Lipid transport and metabolism; Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones; Defense mechanisms
Ss07g21880.1	AtCh082	82.353	68	1	68	1	68	2.30E-35	117	KOG3291	J	Translation, ribosomal structure and biogenesis
Ss07g21820.1	At3g03600	52.195	205	1	196	1	203	1.85E-68	210	KOG0832	J	Translation, ribosomal structure and biogenesis
Ss11g14150.1	At3g14470	28.571	1120	2	1068	6	992	5.18E-97	334	KOG4658	T	Signal transduction mechanisms
Ss05g16070.1	At2g15100	40.31	129	1	124	1200	1328	2.46E-19	84	KOG0017	R	General function prediction only
Ss05g16080.1	At5g50280	58.532	545	191	733	174	714	0	667	KOG4197	R	General function prediction only
Ss05g16110.1	At2g24590	53.333	60	1	60	1	59	1.05E-10	57.4	KOG0107	A	RNA processing and modification
Ss05g16120.1	At4g35160	32.52	369	5	358	18	380	8.18E-57	191	KOG3178	R	General function prediction only
Ss04g10530.1	At3g28860	83.773	1251	4	1254	3	1250	0	2162	KOG0055	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g10520.1	At1g22710	31.84	424	24	356	80	496	4.71E-48	171	KOG0637	G	Carbohydrate transport and metabolism
Ss04g10550.1	At1g12900	83.831	402	1	402	1	399	0	642	KOG0657	G	Carbohydrate transport and metabolism
Ss04g10570.1	At1g18800	71.3	223	3	223	2	220	2.32E-108	314	KOG1508	L	Replication, recombination and repair
Ss04g10560.1	At1g69680	56.931	202	1	202	1	186	4.01E-75	225	KOG3329	T	Signal transduction mechanisms
Ss04g10590.1	At5g39830	76.786	392	73	463	54	445	0	613	KOG1320	O	Posttranslational modification, protein turnover, chaperones
Ss04g10580.1	At5g39840	65.596	654	64	716	143	773	0	894	KOG0953	A	RNA processing and modification
Ss04g10610.1	At2g15510	49.505	101	1	100	598	698	4.68E-26	102	KOG1075	R	General function prediction only
Ss06g18820.1	At1g13080	39.406	505	11	500	5	501	1.48E-120	364	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss06g18810.1	At1g13080	40	505	11	500	5	501	1.52E-118	359	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss06g18780.1	At1g21570	44.13	460	1419	1825	9	456	3.75E-108	362	KOG1492	R	General function prediction only
Ss06g18770.1	At4g37260	44.654	318	8	284	10	319	1.35E-73	229	KOG0048	K	Transcription
Ss06g18760.1	At3g19450	68.946	351	5	353	6	356	2.36E-165	467	KOG0023	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss05g01170.1	At5g55190	95.475	221	39	259	1	221	1.40E-161	447	KOG0096	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g01180.1	At1g80230	56.688	157	1	146	1	157	3.72E-52	165	KOG3352	C	Energy production and conversion
Ss05g01130.1	At4g32551	62.219	757	133	868	192	930	0	837	KOG0266	R	General function prediction only
Ss05g01160.1	At2g25610	89.714	175	1	175	4	178	5.96E-106	302	KOG0233	C	Energy production and conversion
Ss05g01090.1	At1g76810	64.355	822	379	1177	477	1279	0	1008	KOG1144	J	Translation, ribosomal structure and biogenesis
Ss05g01100.1	At1g76810	63.194	1008	325	1312	294	1279	0	1055	KOG1144	J	Translation, ribosomal structure and biogenesis
Ss05g01120.1	At1g69450	39.297	626	79	687	2	616	1.37E-156	470	KOG1134	R	General function prediction only
Ss05g05590.1	At2g16060	58.17	153	3	144	9	160	6.61E-61	186	KOG3378	C	Energy production and conversion
Ss08g06280.1	At1g31100	29.31	116	4	114	77	192	1.30E-08	53.5	KOG1075	R	General function prediction only
Ss08g06290.1	At2g26560	60.256	390	29	414	8	394	1.50E-167	478	KOG0513	I	Lipid transport and metabolism
Ss08g06260.1	At2g26560	56.614	378	18	394	18	394	2.04E-155	445	KOG0513	I	Lipid transport and metabolism
Ss08g06270.1	At2g26560	51.852	378	19	382	18	394	4.48E-134	390	KOG0513	I	Lipid transport and metabolism
Ss08g06200.1	At4g38090	67.179	195	58	251	8	202	7.84E-97	283	KOG3299	S	Function unknown
Ss03g00490.1	At3g25210	31.25	224	38	225	55	278	1.57E-34	128	KOG4197	R	General function prediction only
Ss03g00500.1	At5g27640	71.819	731	10	713	6	735	0	1110	KOG2314	J	Translation, ribosomal structure and biogenesis
Ss07g13680.1	At3g45850	45.333	75	20	86	985	1058	5.17E-09	52.8	KOG0243	Z	Cytoskeleton
Ss07g13690.1	At3g45850	54.105	475	2	447	459	924	1.25E-157	474	KOG0243	Z	Cytoskeleton
Ss01g23700.1	At1g66770	52.336	214	5	217	7	220	2.17E-69	215	KOG1623	R	General function prediction only
Ss07g13700.1	At3g45850	81.281	406	110	514	42	444	0	684	KOG0243	Z	Cytoskeleton
Ss03g15060.1	At1g48830	75.916	191	1	191	1	191	4.77E-109	311	KOG3320	J	Translation, ribosomal structure and biogenesis
Ss03g15070.1	At2g30200	82.883	333	57	389	35	367	0	558	KOG2926	I	Lipid transport and metabolism
Ss09g16780.1	At3g52590	98.438	128	1	128	1	128	1.28E-90	259	KOG0003	J	Translation, ribosomal structure and biogenesis
Ss09g16840.1	At3g49050	65.756	476	1	447	1	476	0	634	KOG2088	ITO	Lipid transport and metabolism; Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss09g16820.1	At4g11570	54.856	381	2	378	1	373	7.75E-145	416	KOG2914	R	General function prediction only
Ss09g16850.1	At5g23880	71.294	742	1	738	1	739	0	1095	KOG1135	A	RNA processing and modification
Ss01g43510.1	At5g40290	63.578	464	1	464	1	446	0	612	KOG2681	S	Function unknown
Ss01g43500.1	At1g68690	61.625	443	290	717	271	704	0	571	KOG1187	T	Signal transduction mechanisms
Ss01g43490.1	At5g47720	73.012	415	1	415	1	415	0	631	KOG1390	I	Lipid transport and metabolism
Ss07g22120.1	At4g28080	44.565	1757	97	1770	31	1658	0	1214	KOG1839	R	General function prediction only
Ss01g37410.1	At5g19760	84.722	288	21	308	11	298	0	515	KOG0759	C	Energy production and conversion
Ss01g37400.1	At4g18700	61.834	469	11	479	14	459	0	584	KOG0583	T	Signal transduction mechanisms
Ss01g37380.1	At5g45820	65.471	446	1	438	1	424	0	613	KOG0583	T	Signal transduction mechanisms
Ss02g02930.1	At3g04480_1	68.166	289	1	289	1	277	9.85E-137	405	KOG2316	R	General function prediction only
Ss02g02920.1	At4g14340	68.672	482	1	469	1	456	0	649	KOG1164	T	Signal transduction mechanisms
Ss02g02910.1	At1g03900_2	74.403	293	1	293	1	290	6.16E-158	442	KOG2355	KR	Transcription; General function prediction only
Ss02g02900.1	At4g14330	47.619	945	4	874	3	861	0	705	KOG0243	Z	Cytoskeleton
Ss02g02970.1	At1g08620	44.256	1297	39	1277	1	1183	0	945	KOG1246	R	General function prediction only
Ss02g02940.1	At5g54780	57.882	425	15	425	10	430	7.06E-173	492	KOG2197	T	Signal transduction mechanisms
Ss05g09390.1	At1g07410	80	215	1	215	1	213	4.85E-129	363	KOG0087	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g09420.1	At1g80190	55.779	199	1	195	1	199	5.26E-82	243	KOG3303	L	Replication, recombination and repair
Ss01g15450.1	At5g19740	58.739	698	17	709	5	669	0	809	KOG2195	PRO	Inorganic ion transport and metabolism; General function prediction only; Posttranslational modification, protein turnover, chaperones
Ss01g15420.1	At5g48120	34.259	1188	1	1148	2	1145	0	622	KOG1967	KL	Transcription; Replication, recombination and repair
Ss01g15430.1	AtCh002	93.506	77	34	110	39	115	1.91E-46	147	KOG1750	J	Translation, ribosomal structure and biogenesis
Ss01g15410.1	At2g25840	73.392	342	54	394	3	344	2.68E-178	501	KOG2713	J	Translation, ribosomal structure and biogenesis
Ss01g15390.1	At2g25740_2	49	500	60	552	33	496	8.59E-158	461	KOG1400	R	General function prediction only
Ss01g15400.1	At1g79750	68.75	592	7	576	67	646	0	836	KOG1257	C	Energy production and conversion
Ss01g15370.1	At1g63640	48.359	1036	20	1005	45	1033	0	904	KOG0239	Z	Cytoskeleton
Ss01g15380.1	At3g16360	63.846	130	6	135	1	130	1.71E-61	187	KOG4747	T	Signal transduction mechanisms
Ss03g28910.1	At2g43820	44.098	449	3	441	7	443	6.44E-131	387	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss03g28950.1	At5g62890	61.568	523	5	527	10	532	0	665	KOG1292	F	Nucleotide transport and metabolism
Ss01g19350.1	At2g16920	39.189	666	293	885	445	1101	4.75E-141	448	KOG0895	O	Posttranslational modification, protein turnover, chaperones
Contig8g00010.1	At2g19380	22.277	202	212	413	87	249	5.29E-06	51.2	KOG2186	D	Cell cycle control, cell division, chromosome partitioning
Ss07g00220.1	At5g40410	50.728	481	7	472	129	609	2.60E-168	506	KOG4197	R	General function prediction only
Ss07g00230.1	At2g03880	33.491	424	1	416	122	510	2.13E-64	219	KOG4197	R	General function prediction only
Ss01g19970.1	At1g53580	75.746	268	24	291	22	286	3.08E-145	411	KOG0814	R	General function prediction only
Ss01g19930.1	At5g60860	82.488	217	2	218	3	216	2.47E-133	374	KOG0087	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g19900.1	At1g28480	53.659	123	28	140	19	137	2.63E-34	117	KOG1752	O	Posttranslational modification, protein turnover, chaperones
Ss01g19920.1	At3g15070	43.972	141	533	673	335	472	4.63E-36	143	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss01g19910.1	At5g42820	72.603	292	1	283	1	281	2.11E-131	375	KOG2202	A	RNA processing and modification
Ss11g17050.1	At4g10130	50.289	173	1	171	1	167	4.68E-52	165	KOG0714	O	Posttranslational modification, protein turnover, chaperones
Ss11g17040.1	At3g14470	30	1100	33	1078	36	1012	4.32E-102	350	KOG4658	T	Signal transduction mechanisms
Ss11g17110.1	At1g51660	57.812	128	1	101	143	270	1.17E-41	144	KOG0581	T	Signal transduction mechanisms
Ss11g17090.1	At4g04220	35.472	265	2	255	504	766	1.59E-39	148	KOG0619	R	General function prediction only
Ss01g31130.1	At3g05630	60.424	1084	42	1116	39	1039	0	1300	KOG1329	I	Lipid transport and metabolism
Ss08g17950.1	At4g15410_2	67.451	510	1	508	1	490	0	723	KOG2085	T	Signal transduction mechanisms
Ss07g12990.1	At2g10620	41.333	225	60	281	208	430	9.10E-49	170	KOG0017	R	General function prediction only
Ss07g12960.1	At4g34610	46.796	515	145	645	93	532	2.17E-123	377	KOG0773	K	Transcription
Ss07g12980.1	At1g19310	51.598	219	3	219	2	217	1.13E-70	216	KOG0823	O	Posttranslational modification, protein turnover, chaperones
Ss07g12970.1	At3g04710_1	41.414	297	10	303	5	299	6.12E-68	220	KOG0504	R	General function prediction only
Ss07g12920.1	At5g42990	88.199	161	1	161	1	161	1.14E-101	290	KOG0427	O	Posttranslational modification, protein turnover, chaperones
Ss08g17990.1	At2g36460	81.285	358	1	358	1	358	0	597	KOG1557	G	Carbohydrate transport and metabolism
Ss04g19200.1	At5g16880	66.667	408	1	393	1	407	0	518	KOG1087	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g19150.1	At1g79180	42.053	302	1	296	1	266	5.29E-71	224	KOG0048	K	Transcription
Ss04g19210.1	At1g68310	67.665	167	1	167	1	155	5.87E-77	228	KOG3381	S	Function unknown
Ss01g31110.1	At2g47560	38.06	134	21	152	25	153	1.75E-20	85.9	KOG0800	O	Posttranslational modification, protein turnover, chaperones
