Gene_ID	NR_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss06g16450.1	XP_012700861.1	65	397	87	483	667	1061	7.80E-147	525.8	XP_012700861.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 isoform X1 [Setaria italica]
Ss06g16420.1	XP_020158131.1	73.4	695	344	1034	261	952	1.00E-143	516.5	XP_020158131.1 receptor kinase-like protein Xa21 [Aegilops tauschii subsp. tauschii]
Ss06g16410.1	EAZ01463.1	78.2	646	32	675	28	673	4.80E-296	1021.9	EAZ01463.1 hypothetical protein OsI_23499 [Oryza sativa Indica Group]
Ss06g16390.1	YP_009153926.1	81.6	76	1	66	123	198	3.00E-25	119	YP_009153926.1 NADH dehydrogenase subunit 7 (mitochondrion) [Gossypium hirsutum]
Ss04g01850.1	XP_015634486.1	72.9	199	98	296	33	222	1.20E-70	271.9	XP_015634486.1 uncharacterized protein LOC4335053 isoform X1 [Oryza sativa Japonica Group]
Ss04g01840.1	OEL18773.1	83.8	74	87	160	120	193	1.60E-06	58.2	OEL18773.1 hypothetical protein BAE44_0020207 [Dichanthelium oligosanthes]
Ss04g01810.1	XP_020083701.1	47.2	214	81	294	92	303	5.40E-43	181.4	XP_020083701.1 pentatricopeptide repeat-containing protein At5g41170, mitochondrial-like isoform X1 [Ananas comosus]
Ss04g01800.1	EMS64199.1	77.4	53	2	54	267	319	9.90E-12	75.1	EMS64199.1 ATP-dependent DNA helicase Q-like 1 [Triticum urartu]
Ss04g01830.1	OEL16808.1	61.7	525	6	510	7	500	3.10E-178	630.2	OEL16808.1 AT-rich interactive domain-containing protein 2 [Dichanthelium oligosanthes]
Ss04g01820.1	XP_015610840.1	82.4	102	1	100	1	102	1.70E-40	170.2	XP_015610840.1 upstream activation factor subunit spp27 [Oryza sativa Japonica Group]
Ss04g01770.1	XP_015635955.1	81.2	346	2	346	7	351	2.20E-159	567	XP_015635955.1 probable aldo-keto reductase 2 [Oryza sativa Japonica Group]
Ss04g01760.1	XP_015637731.1	73	37	1	37	108	144	9.10E-06	53.9	XP_015637731.1 UDP-glycosyltransferase 13 [Oryza sativa Japonica Group]
Ss04g01790.1	XP_010918725.1	63.9	169	1	169	1	169	4.20E-63	246.1	XP_010918725.1 PREDICTED: mitochondrial inner membrane protease subunit 2 isoform X1 [Elaeis guineensis]
Ss04g01780.1	OEL19782.1	52.3	728	71	752	118	843	1.40E-198	698.4	OEL19782.1 Homeobox-leucine zipper protein ROC6 [Dichanthelium oligosanthes]
Ss07g20950.1	XP_015645360.1	88.4	277	1	277	1	277	5.50E-132	475.7	XP_015645360.1 S-adenosylmethionine carrier 1, chloroplastic/mitochondrial [Oryza sativa Japonica Group]
Ss07g20960.1	XP_015640508.1	71.6	201	1	178	12	209	2.10E-73	280.4	XP_015640508.1 pre-mRNA splicing factor SR-like 1 isoform X1 [Oryza sativa Japonica Group]
Ss04g02270.1	XP_020081655.1	78.9	71	74	144	184	254	1.40E-23	114.8	XP_020081655.1 uncharacterized protein LOC109705331 [Ananas comosus]
Ss04g02250.1	XP_003579920.1	77.4	359	9	360	2	359	4.70E-157	559.3	XP_003579920.1 1-aminocyclopropane-1-carboxylate oxidase homolog 1 isoform X1 [Brachypodium distachyon]
Ss04g02240.1	CAH66021.1	84.1	157	1	157	1	157	2.60E-67	260	CAH66021.1 OSIGBa0105N24.5 [Oryza sativa]
Ss04g02230.1	XP_004955085.1	74.7	459	1	455	1	457	2.50E-211	740	XP_004955085.1 purple acid phosphatase 2 [Setaria italica]
Ss04g02220.1	PKA52143.1	69	116	1	115	70	185	3.00E-36	156.8	PKA52143.1 putative metal-nicotianamine transporter YSL14 [Apostasia shenzhenica]
Ss04g02210.1	AQX44121.1	58.2	213	1	213	354	562	6.20E-64	249.2	AQX44121.1 metal-nicotianamine transporter YSL12 [Dendrobium officinale]
Ss04g02280.1	RCV46125.1	50.2	209	12	218	402	609	3.40E-57	226.9	RCV46125.1 hypothetical protein SETIT_9G507400v2 [Setaria italica]
Ss05g20860.1	XP_020154330.1	79.3	304	1	304	1	304	9.30E-146	521.5	XP_020154330.1 1-aminocyclopropane-1-carboxylate oxidase-like [Aegilops tauschii subsp. tauschii]
Ss05g20870.1	XP_020154330.1	78.2	307	186	492	1	307	2.80E-144	517.3	XP_020154330.1 1-aminocyclopropane-1-carboxylate oxidase-like [Aegilops tauschii subsp. tauschii]
Ss10g04720.1	KXG37761.1	30.6	408	5	378	7	388	3.10E-34	151.4	KXG37761.1 hypothetical protein SORBI_3001G122600 [Sorghum bicolor]
Ss05g20850.1	BAJ90536.1	74.6	448	1	439	39	484	3.10E-203	713	BAJ90536.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss05g20900.1	EAY96558.1	50.3	183	1	170	1	183	7.60E-39	165.6	EAY96558.1 hypothetical protein OsI_18463 [Oryza sativa Indica Group]
Ss05g20910.1	EAY74086.1	88.5	556	3	556	4	559	4.20E-282	975.3	EAY74086.1 hypothetical protein OsI_01974 [Oryza sativa Indica Group]
Ss05g20880.1	BAK03363.1	43.9	847	42	857	58	882	4.30E-125	454.5	BAK03363.1 predicted protein, partial [Hordeum vulgare subsp. vulgare]
Ss05g20890.1	XP_004956266.1	53.1	192	110	258	266	457	8.10E-45	186	XP_004956266.1 coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2 [Setaria italica]
Ss08g08370.1	XP_004973541.1	87.1	248	1	248	1	247	1.70E-118	430.6	XP_004973541.1 DCN1-like protein 5 isoform X1 [Setaria italica]
Ss05g20920.1	XP_015640598.1	85.5	550	1	550	1	544	3.50E-260	902.5	XP_015640598.1 sodium/hydrogen exchanger 2 [Oryza sativa Japonica Group]
Ss05g20930.1	XP_014753706.1	70.4	567	1	536	1	560	2.00E-167	594.3	XP_014753706.1 coiled-coil domain-containing protein SCD2 [Brachypodium distachyon]
Ss09g08350.1	XP_006661281.2	77.4	421	42	460	40	458	1.50E-179	634.4	XP_006661281.2 PREDICTED: probable receptor-like protein kinase At5g56460 [Oryza brachyantha]
Ss09g08360.1	XP_004966573.1	52.1	476	36	463	487	960	1.80E-122	444.9	XP_004966573.1 lysine-specific demethylase 5D isoform X1 [Setaria italica]
Ss10g04750.1	BAT14675.1	62.1	174	59	232	20	190	5.30E-42	177.2	BAT14675.1 Os11g0591300, partial [Oryza sativa Japonica Group]
Ss10g04760.1	KXG35976.1	75.4	837	24	831	63	881	0.00E+00	1276.2	KXG35976.1 hypothetical protein SORBI_3002G258400 [Sorghum bicolor]
Ss05g22130.1	RRT58307.1	65.5	113	20	118	33	144	1.40E-36	157.5	RRT58307.1 hypothetical protein B296_00010409 [Ensete ventricosum]
Ss05g22140.1	XP_003566824.1	53.9	308	10	294	8	307	2.10E-73	281.2	XP_003566824.1 uncharacterized protein LOC100846396 [Brachypodium distachyon]
Ss05g22150.1	XP_008648285.1	90.5	503	1	497	1	503	2.10E-272	943	XP_008648285.1 gamma-glutamylcysteine synthetase 1 isoform X1 [Zea mays]
Ss05g22160.1	PWZ45196.1	44.4	331	1	315	1	330	9.90E-66	255.8	PWZ45196.1 L10-interacting MYB domain-containing protein [Zea mays]
Ss05g22100.1	XP_003567581.1	85.7	133	1	130	1	131	3.40E-53	213	XP_003567581.1 homeobox protein knotted-1-like 1 [Brachypodium distachyon]
Ss05g22110.1	XP_006654003.1	58.3	103	51	152	49	150	7.10E-14	82.4	XP_006654003.1 PREDICTED: ocs element-binding factor 1-like [Oryza brachyantha]
Ss05g22170.1	XP_008659723.1	47	83	11	92	14	96	3.10E-12	76.3	XP_008659723.1 protein ALP1-like [Zea mays]
Ss05g22180.1	PUZ44952.1	77.7	475	2	437	14	488	3.50E-140	503.8	PUZ44952.1 hypothetical protein GQ55_8G181000 [Panicum hallii var. hallii]
Ss03g25640.1	XP_020181667.1	82.1	336	1	336	1	336	5.40E-163	578.9	XP_020181667.1 type IV inositol polyphosphate 5-phosphatase 11 isoform X1 [Aegilops tauschii subsp. tauschii]
Ss03g25650.1	XP_020399034.1	68.1	395	1	390	162	555	3.20E-159	566.6	XP_020399034.1 uncharacterized protein LOC103645288 [Zea mays]
Ss03g25620.1	EEC75775.1	89.7	39	1	39	1	39	7.40E-12	74.7	EEC75775.1 hypothetical protein OsI_12689 [Oryza sativa Indica Group]
Ss03g25630.1	XP_003562266.1	54.5	532	5	523	4	530	1.20E-164	585.1	XP_003562266.1 probable E3 ubiquitin-protein ligase ARI1 [Brachypodium distachyon]
Ss03g25600.1	RCV19309.1	60.3	63	1	63	1	62	2.40E-16	89.4	RCV19309.1 hypothetical protein SETIT_3G374300v2 [Setaria italica]
Ss03g25610.1	PUZ37925.1	94.4	890	1	890	1	889	0.00E+00	1623.2	PUZ37925.1 hypothetical protein GQ55_9G157100 [Panicum hallii var. hallii]
Ss03g25580.1	XP_025877740.1	60.5	81	21	99	27	107	4.70E-15	85.9	XP_025877740.1 uncharacterized protein LOC4327358 [Oryza sativa Japonica Group]
Ss03g25590.1	XP_008661687.1	49	96	1	92	1	92	4.50E-11	72.4	XP_008661687.1 uncharacterized protein LOC103640530 [Zea mays]
Ss03g25570.1	BAJ99241.1	64.3	445	1	442	1	443	6.30E-98	363.2	BAJ99241.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss04g12420.1	SPT18834.1	81.8	379	1	367	1	361	5.70E-142	509.2	SPT18834.1 unnamed protein product [Triticum aestivum]
Ss04g12430.1	XP_020107078.1	95.2	207	1	207	1	207	4.40E-107	392.5	XP_020107078.1 mitotic spindle checkpoint protein MAD2 [Ananas comosus]
Ss04g12400.1	XP_025824032.1	80.6	391	1	389	1	391	1.60E-179	634	XP_025824032.1 uncharacterized protein LOC112899674 isoform X2 [Panicum hallii]
Ss04g12410.1	XP_006652433.1	48.8	459	1	431	1	442	1.80E-105	388.3	XP_006652433.1 PREDICTED: F-box protein SKIP14 [Oryza brachyantha]
Ss04g12460.1	XP_015635624.1	80.2	823	104	918	105	922	0.00E+00	1235.3	XP_015635624.1 ATP-dependent DNA helicase Q-like 5 [Oryza sativa Japonica Group]
Ss04g12470.1	RLM64924.1	87.8	148	2	149	5	152	1.70E-66	257.3	RLM64924.1 putative membrane protein YuiD-like [Panicum miliaceum]
Ss04g12440.1	XP_015635626.1	94.9	336	1	336	1	336	1.20E-181	641	XP_015635626.1 glyceraldehyde-3-phosphate dehydrogenase 2, cytosolic [Oryza sativa Japonica Group]
Ss04g12450.1	PUZ76413.1	71.3	736	60	784	7	724	2.30E-241	840.5	PUZ76413.1 hypothetical protein GQ55_1G288700 [Panicum hallii var. hallii]
Ss04g12480.1	BAJ88379.1	86.6	558	4	559	10	563	4.30E-282	975.3	BAJ88379.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss04g12490.1	XP_015691711.1	84.3	427	1	424	1	421	2.40E-213	746.5	XP_015691711.1 PREDICTED: kelch repeat-containing protein At3g27220-like [Oryza brachyantha]
Ss08g04420.1	XP_020191730.1	71.2	577	22	582	19	594	1.40E-222	777.7	XP_020191730.1 IRK-interacting protein-like [Aegilops tauschii subsp. tauschii]
Ss08g04410.1	XP_015610619.1	71.3	421	1	413	1	412	2.20E-166	590.5	XP_015610619.1 lysine-specific demethylase JMJ30 [Oryza sativa Japonica Group]
Ss08g04340.1	AQQ11859.1	74.8	314	79	379	221	529	5.70E-129	466.1	AQQ11859.1 squamosa-promoter binding protein-like protein [Phyllostachys edulis]
Ss08g04330.1	XP_010257431.1	59.7	139	1	127	1	137	2.90E-29	133.3	XP_010257431.1 PREDICTED: uncharacterized protein LOC104597534 [Nelumbo nucifera]
Ss08g04360.1	XP_015650451.1	72.3	499	10	505	2	499	2.30E-218	763.5	XP_015650451.1 beta-glucosidase 27 [Oryza sativa Japonica Group]
Ss08g04350.1	XP_015650815.1	82.3	254	1	248	1	247	3.90E-62	243.4	XP_015650815.1 G patch domain-containing protein 11 [Oryza sativa Japonica Group]
Ss08g04380.1	RLM74184.1	77.2	837	87	914	107	943	0.00E+00	1327.8	RLM74184.1 putative lipoxygenase 8, chloroplastic [Panicum miliaceum]
Ss08g04370.1	XP_015650451.1	71	497	11	504	4	499	3.30E-217	759.6	XP_015650451.1 beta-glucosidase 27 [Oryza sativa Japonica Group]
Ss08g04400.1	XP_006660770.1	68.8	616	1	612	2	611	2.90E-231	806.6	XP_006660770.1 PREDICTED: ETHYLENE INSENSITIVE 3-like 3 protein [Oryza brachyantha]
Ss08g04390.1	XP_025800643.1	65.8	430	59	450	59	486	5.40E-142	509.6	XP_025800643.1 transcription factor TGA2.1-like [Panicum hallii]
Ss11g17340.1	XP_002452231.1	85.8	494	1	478	1	494	5.90E-248	861.7	XP_002452231.1 serine decarboxylase 1 [Sorghum bicolor]
Ss11g17370.1	RLN07458.1	72.9	129	19	123	3	131	5.40E-39	165.6	RLN07458.1 hypothetical protein C2845_PM11G12470 [Panicum miliaceum]
Ss11g17380.1	XP_004952025.1	67.8	121	16	122	276	393	8.40E-35	151.8	XP_004952025.1 actin-related protein 6 isoform X1 [Setaria italica]
Ss01g00310.1	RCV43934.1	66.2	68	28	95	426	493	2.00E-14	83.6	RCV43934.1 hypothetical protein SETIT_9G334000v2 [Setaria italica]
Ss01g00320.1	XP_002439209.1	78.7	286	1	286	1	286	2.30E-138	496.9	XP_002439209.1 tetraspanin-6 isoform X2 [Sorghum bicolor]
Ss01g00350.1	XP_006660592.1	49.8	237	2	156	3	239	3.10E-44	183.3	XP_006660592.1 PREDICTED: nucleobase-ascorbate transporter 6-like [Oryza brachyantha]
Ss01g00340.1	XP_014754814.1	70.6	877	1	871	1	873	0.00E+00	1246.9	XP_014754814.1 E3 SUMO-protein ligase SIZ1 isoform X2 [Brachypodium distachyon]
Ss01g00370.1	OEL38137.1	42	331	82	403	1	307	2.40E-48	198.4	OEL38137.1 hypothetical protein BAE44_0000839 [Dichanthelium oligosanthes]
Ss01g00360.1	RLN12566.1	34.1	126	32	147	26	151	6.50E-15	85.9	RLN12566.1 hypothetical protein C2845_PM09G10010 [Panicum miliaceum]
Ss01g00390.1	XP_015639727.1	77.9	479	1	478	1	473	1.80E-151	541.2	XP_015639727.1 protein IQ-DOMAIN 1 [Oryza sativa Japonica Group]
Ss01g00380.1	XP_002439203.1	74.7	352	14	353	28	375	8.50E-130	468.8	XP_002439203.1 probable glucuronosyltransferase Os05g0123100 [Sorghum bicolor]
Ss11g00740.1	XP_004966696.1	81.1	1082	8	1086	7	1088	9.00E-159	566.6	XP_004966696.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Setaria italica]
Ss11g00730.1	XP_003559668.1	44.2	163	1	156	129	283	3.50E-24	116.7	XP_003559668.1 L10-interacting MYB domain-containing protein [Brachypodium distachyon]
Ss11g00720.1	XP_025882532.1	59.4	69	269	337	120	188	1.20E-13	83.2	XP_025882532.1 putative receptor-like protein kinase At3g47110 isoform X4 [Oryza sativa Japonica Group]
Ss11g00710.1	PVH30991.1	36.8	201	1	192	138	322	1.10E-14	85.5	PVH30991.1 hypothetical protein PAHAL_9G030600 [Panicum hallii]
Ss11g00700.1	PNT73889.1	56.2	96	1	96	1	94	1.80E-17	94	PNT73889.1 hypothetical protein BRADI_1g03672v3 [Brachypodium distachyon]
Ss11g00690.1	XP_004966696.1	80.1	1084	6	1088	7	1087	6.90E-159	567	XP_004966696.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Setaria italica]
Ss11g00680.1	XP_025882532.1	64.6	82	2	83	107	188	8.50E-21	106.7	XP_025882532.1 putative receptor-like protein kinase At3g47110 isoform X4 [Oryza sativa Japonica Group]
Ss11g00760.1	XP_004230614.1	79.2	48	19	66	37	84	7.70E-14	82.4	XP_004230614.1 glycine-rich RNA-binding protein RZ1A [Solanum lycopersicum]
Ss11g00750.1	PNT74045.1	39.1	87	4	90	3	88	1.90E-09	67	PNT74045.1 hypothetical protein BRADI_1g06864v3 [Brachypodium distachyon]
Ss06g00380.1	XP_002437662.1	91.2	434	15	448	19	452	5.20E-249	865.1	XP_002437662.1 homogentisate 1,2-dioxygenase [Sorghum bicolor]
Ss06g00370.1	XP_015624974.1	80.6	852	1	845	1	846	0.00E+00	1372.8	XP_015624974.1 protein MEI2-like 2 isoform X1 [Oryza sativa Japonica Group]
Ss06g00340.1	XP_003559668.1	48.2	284	7	283	7	283	1.10E-68	265.4	XP_003559668.1 L10-interacting MYB domain-containing protein [Brachypodium distachyon]
Ss06g00330.1	XP_022684026.1	56.7	268	5	264	2	269	2.20E-87	327.4	XP_022684026.1 uncharacterized protein LOC101759812 isoform X1 [Setaria italica]
Ss06g00360.1	EER87685.3	68.4	471	1	464	1	458	6.20E-173	612.5	EER87685.3 hypothetical protein SORBI_3010G001400 [Sorghum bicolor]
Ss06g00350.1	RLN19450.1	59.3	472	11	446	4	463	3.10E-140	503.8	RLN19450.1 hypothetical protein C2845_PM02G14440 [Panicum miliaceum]
Ss06g00300.1	EEC76779.1	60.6	71	1	69	169	239	1.10E-13	81.6	EEC76779.1 hypothetical protein OsI_14874 [Oryza sativa Indica Group]
Ss06g00290.1	XP_010926186.1	42	138	113	247	281	415	1.90E-12	78.6	XP_010926186.1 PREDICTED: putative zinc finger protein CONSTANS-LIKE 11 isoform X1 [Elaeis guineensis]
Ss06g00320.1	XP_004987283.1	60.7	275	19	285	215	488	7.90E-70	269.2	XP_004987283.1 uncharacterized protein LOC101762046 [Setaria italica]
Ss06g00310.1	XP_015615443.1	73.3	45	63	107	96	140	3.80E-10	69.7	XP_015615443.1 uncharacterized protein LOC9272724 isoform X1 [Oryza sativa Japonica Group]
Ss06g19250.1	OEL16249.1	44.4	133	2	124	1	130	1.90E-18	97.4	OEL16249.1 hypothetical protein BAE44_0022732 [Dichanthelium oligosanthes]
Ss06g19260.1	XP_004965749.1	70	723	121	812	206	905	1.20E-277	961.1	XP_004965749.1 U3 small nucleolar RNA-associated protein 21 homolog [Setaria italica]
Ss06g19270.1	XP_003563311.1	81.7	492	1	484	2	493	2.10E-205	720.3	XP_003563311.1 amino acid transporter AVT6E [Brachypodium distachyon]
Ss06g19280.1	NP_001149187.1	74.2	298	1	298	1	293	1.10E-124	451.4	NP_001149187.1 uncharacterized protein LOC100282809 precursor [Zea mays]
Ss06g19210.1	OAY85602.1	85.7	84	1	74	99	182	3.50E-30	135.6	OAY85602.1 30S ribosomal protein S12, chloroplastic [Ananas comosus]
Ss06g19220.1	RLM78194.1	95.5	763	3	765	4	766	0.00E+00	1357.4	RLM78194.1 hypothetical protein C2845_PM12G05020 [Panicum miliaceum]
Ss06g19230.1	XP_004951658.1	51.4	74	1	74	1	72	1.90E-07	61.2	XP_004951658.1 glutamic acid-rich protein [Setaria italica]
Ss06g19240.1	XP_015627441.1	42.3	433	12	332	435	865	1.20E-74	285.4	XP_015627441.1 uncharacterized protein LOC4329691 [Oryza sativa Japonica Group]
Ss06g19290.1	XP_006656298.1	89	1172	1	1172	1	1172	0.00E+00	2169.4	XP_006656298.1 PREDICTED: isoleucine--tRNA ligase, cytoplasmic-like [Oryza brachyantha]
Ss06g19300.1	AQL04579.1	55.3	208	3	184	4	211	8.00E-44	182.2	AQL04579.1 Sterile alpha motif (SAM) domain-containing protein [Zea mays]
Ss03g34190.1	PNT66452.1	38	158	1	158	16	164	1.90E-24	117.9	PNT66452.1 hypothetical protein BRADI_3g11846v3 [Brachypodium distachyon]
Ss03g27480.1	XP_003580401.1	57.5	106	8	111	12	117	5.10E-29	132.5	XP_003580401.1 uncharacterized protein LOC100845356 [Brachypodium distachyon]
Ss03g07390.1	XP_020163643.1	62.7	158	1	148	1	157	4.10E-38	162.9	XP_020163643.1 uncharacterized protein LOC109749056 [Aegilops tauschii subsp. tauschii]
Ss03g31310.1	RLN18463.1	74.9	167	1	157	1	166	4.30E-54	216.1	RLN18463.1 hypothetical protein C2845_PM02G04750 [Panicum miliaceum]
Ss03g31290.1	XP_020148405.1	66	191	1	185	1	183	3.20E-61	240	XP_020148405.1 STS14 protein-like [Aegilops tauschii subsp. tauschii]
Ss03g31280.1	RLN39790.1	62.6	235	10	226	3	230	8.80E-69	265.4	RLN39790.1 hypothetical protein C2845_PM01G29270 [Panicum miliaceum]
Ss03g31250.1	XP_010910708.1	57.8	154	13	166	15	166	3.50E-38	163.3	XP_010910708.1 PREDICTED: uncharacterized protein LOC105036655 [Elaeis guineensis]
Ss03g31260.1	PWZ22561.1	76.3	76	1	75	1	76	1.90E-20	103.2	PWZ22561.1 hypothetical protein Zm00014a_037271 [Zea mays]
Ss03g27490.1	OQU85775.1	57.6	132	1	125	108	239	7.10E-28	128.6	OQU85775.1 hypothetical protein SORBI_3004G305000 [Sorghum bicolor]
Ss03g31320.1	PUZ37107.1	55.7	201	1	197	1	195	1.50E-40	171.4	PUZ37107.1 hypothetical protein GQ55_9G091400 [Panicum hallii var. hallii]
Ss03g31330.1	OEL29761.1	57.4	305	1	285	1	299	1.90E-76	291.2	OEL29761.1 hypothetical protein BAE44_0009220 [Dichanthelium oligosanthes]
Ss02g07810.1	PUZ77586.1	65.4	612	1	607	1	556	2.80E-226	790	PUZ77586.1 hypothetical protein GQ55_1G384500 [Panicum hallii var. hallii]
Ss02g07820.1	XP_003563969.1	76.6	591	1	582	1	589	1.00E-246	857.8	XP_003563969.1 aluminum-activated malate transporter 9 [Brachypodium distachyon]
Ss02g07830.1	XP_006647841.1	73.6	193	1	187	1	192	7.10E-72	275.4	XP_006647841.1 PREDICTED: rRNA-processing protein fcf2-like [Oryza brachyantha]
Ss02g07840.1	XP_003570502.1	79.8	490	9	494	5	490	1.30E-205	721.1	XP_003570502.1 uncharacterized protein LOC100839308 isoform X1 [Brachypodium distachyon]
Ss02g07850.1	EEC73938.1	84.5	775	1	769	1	773	0.00E+00	1279.2	EEC73938.1 hypothetical protein OsI_08803 [Oryza sativa Indica Group]
Ss02g07860.1	XP_006664409.2	82.7	498	39	536	50	547	1.90E-239	833.6	XP_006664409.2 PREDICTED: probable thiamine biosynthetic bifunctional enzyme, chloroplastic [Oryza brachyantha]
Ss02g07870.1	RLM54853.1	85	546	5	548	3	548	1.10E-274	950.7	RLM54853.1 aldehyde dehydrogenase family 2 member B7, mitochondrial-like [Panicum miliaceum]
Ss02g07880.1	XP_004953797.1	59.6	151	5	150	26	173	9.20E-41	171.8	XP_004953797.1 E3 ubiquitin-protein ligase ATL23 [Setaria italica]
Ss02g07890.1	XP_025813024.1	76.6	291	1	283	1	285	7.80E-95	352.4	XP_025813024.1 homeobox-leucine zipper protein HOX16-like isoform X1 [Panicum hallii]
Ss02g07900.1	OEL36345.1	70.1	335	54	385	60	385	1.90E-116	424.5	OEL36345.1 Calcium sensing receptor, chloroplastic [Dichanthelium oligosanthes]
Ss01g25490.1	AFA27855.1	98.4	254	1	254	247	500	1.10E-131	474.6	AFA27855.1 NADH-plastoquinone oxidoreductase subunit 4, partial (plastid) [Streptochaeta angustifolia]
Ss01g25500.1	XP_020201013.1	49.9	389	18	366	48	431	1.30E-46	192.6	XP_020201013.1 transcription factor SPATULA-like isoform X1 [Aegilops tauschii subsp. tauschii]
Ss01g25470.1	RCV25926.1	79.7	512	1	512	1	509	2.40E-231	806.6	RCV25926.1 hypothetical protein SETIT_5G204000v2 [Setaria italica]
Ss01g25480.1	XP_004968999.1	82.1	123	5	124	3	122	2.40E-23	113.6	XP_004968999.1 uncharacterized protein LOC101766251 [Setaria italica]
Ss01g25450.1	XP_027126484.1	96.5	399	1	399	1	399	8.40E-224	781.2	XP_027126484.1 developmentally-regulated G-protein 2-like [Coffea arabica]
Ss01g25460.1	XP_024357736.1	51.9	104	50	153	26	129	2.20E-25	121.3	XP_024357736.1 LOB domain-containing protein 6-like [Physcomitrella patens]
Ss03g25050.1	BAD09021.1	33.3	90	5	81	51	134	7.80E-07	58.2	BAD09021.1 cyst nematode resistance protein-like [Oryza sativa Japonica Group]
Ss03g25040.1	RRT59647.1	89.4	480	1	480	1	480	5.90E-256	888.3	RRT59647.1 hypothetical protein B296_00021229 [Ensete ventricosum]
Ss03g25070.1	XP_020185036.1	72.2	345	1	344	1	345	4.80E-135	486.1	XP_020185036.1 uncharacterized protein LOC109770740 [Aegilops tauschii subsp. tauschii]
Ss03g25010.1	XP_004962989.1	39	643	1	611	25	651	2.20E-74	285.4	XP_004962989.1 muscle M-line assembly protein unc-89 [Setaria italica]
Ss03g25000.1	XP_010938904.1	77.2	206	1	206	117	322	5.70E-91	339	XP_010938904.1 PREDICTED: chorismate mutase 3, chloroplastic [Elaeis guineensis]
Ss03g25030.1	BAT17802.1	34.7	349	2	275	87	426	5.60E-36	156.8	BAT17802.1 Os12g0578800, partial [Oryza sativa Japonica Group]
Ss03g25020.1	RLN29893.1	85.2	535	1	534	1	535	5.20E-277	958.4	RLN29893.1 putative galacturonosyltransferase 13 [Panicum miliaceum]
Ss03g25090.1	RLN28366.1	61.1	193	1	161	2	194	2.10E-24	117.5	RLN28366.1 keratin, type II cytoskeletal 2 epidermal-like [Panicum miliaceum]
Ss05g06700.1	RLN27717.1	80.9	194	1	193	1	191	1.10E-88	331.3	RLN27717.1 22.3 kDa class VI heat shock protein [Panicum miliaceum]
Ss05g06710.1	XP_010231203.2	77.9	104	1	103	1	101	1.00E-35	154.5	XP_010231203.2 uncharacterized protein LOC100824986 [Brachypodium distachyon]
