Gene_ID	SwissProt_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss01g16900.1	P42027|NDUS7_BRAOL	93.452	168	32	199	49	215	8.07E-118	336	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Brassica oleracea OX=3712 PE=2 SV=1
Ss08g08420.1	Q6DBG8|ARAD1_ARATH	39.459	370	107	470	60	415	1.94E-76	249	Probable arabinosyltransferase ARAD1 OS=Arabidopsis thaliana OX=3702 GN=ARAD1 PE=1 SV=1
Ss08g08390.1	Q8VZF6|EDR2L_ARATH	30.171	759	41	757	2	713	5.37E-98	322	Protein ENHANCED DISEASE RESISTANCE 2-like OS=Arabidopsis thaliana OX=3702 GN=EDR2L PE=2 SV=1
Ss08g08400.1	Q8VYN6|PFKA5_ARATH	71.908	477	55	528	61	536	0	724	ATP-dependent 6-phosphofructokinase 5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PFK5 PE=1 SV=1
Ss08g08370.1	Q1RMX9|DCNL5_BOVIN	33.745	243	6	248	6	235	6.27E-37	133	DCN1-like protein 5 OS=Bos taurus OX=9913 GN=DCUN1D5 PE=2 SV=1
Ss01g16880.1	Q67YC0|PPSP1_ARATH	56.786	280	4	273	14	293	8.62E-112	327	Inorganic pyrophosphatase 1 OS=Arabidopsis thaliana OX=3702 GN=PS2 PE=1 SV=1
Ss01g16940.1	Q680C0|GDL62_ARATH	51.275	353	1	341	2	350	3.22E-121	355	GDSL esterase/lipase At4g10955 OS=Arabidopsis thaliana OX=3702 GN=At4g10955 PE=2 SV=1
Ss01g16930.1	O32107|YUID_BACSU	45.638	149	115	250	3	149	6.90E-26	102	Uncharacterized membrane protein YuiD OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiD PE=4 SV=1
Ss08g08440.1	P46690|GASA4_ARATH	53.636	110	1	110	1	106	6.83E-33	113	Gibberellin-regulated protein 4 OS=Arabidopsis thaliana OX=3702 GN=GASA4 PE=1 SV=2
Ss06g16440.1	C0LGQ5|GSO1_ARATH	38.52	527	57	552	26	545	1.01E-80	278	LRR receptor-like serine/threonine-protein kinase GSO1 OS=Arabidopsis thaliana OX=3702 GN=GSO1 PE=1 SV=1
Ss06g16450.1	Q1MX30|XA21_ORYSI	44.148	487	5	485	531	1013	6.68E-136	420	Receptor kinase-like protein Xa21 OS=Oryza sativa subsp. indica OX=39946 GN=XA21 PE=1 SV=1
Ss06g16420.1	C0LGP4|Y3475_ARATH	44.397	937	113	1035	71	1004	0	728	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana OX=3702 GN=At3g47570 PE=2 SV=1
Ss06g16390.1	Q36450|NDUS2_NICSY	77.632	76	1	66	123	198	1.86E-31	115	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2 OS=Nicotiana sylvestris OX=4096 GN=NAD7 PE=2 SV=1
Ss04g01840.1	Q5R5J3|PKRI1_PONAB	52.308	65	56	120	61	125	6.63E-11	61.2	PRKR-interacting protein 1 OS=Pongo abelii OX=9601 GN=PRKRIP1 PE=2 SV=1
Ss04g01810.1	Q9LFC5|PP360_ARATH	28.356	596	102	695	126	711	3.30E-75	260	Pentatricopeptide repeat-containing protein At5g01110 OS=Arabidopsis thaliana OX=3702 GN=At5g01110 PE=2 SV=1
Ss04g01800.1	Q9FT74|RQL1_ARATH	64.151	53	2	54	240	292	1.67E-12	66.2	ATP-dependent DNA helicase Q-like 1 OS=Arabidopsis thaliana OX=3702 GN=RECQL1 PE=2 SV=1
Ss04g01830.1	Q9LDD4|ARID2_ARATH	46.948	213	296	507	371	572	3.94E-49	181	AT-rich interactive domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=ARID2 PE=1 SV=1
Ss04g01770.1	Q7XT99|AKR2_ORYSJ	81.871	342	6	346	11	351	0	574	Probable aldo-keto reductase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0338000 PE=2 SV=2
Ss04g01760.1	D3UAG0|U71K1_MALDO	46.154	39	1	39	122	160	2.05E-06	45.4	UDP-glycosyltransferase 71K1 OS=Malus domestica OX=3750 GN=UGT71K1 PE=1 SV=1
Ss04g01790.1	Q6AZD4|IMP2L_DANRE	35.22	159	9	166	13	166	6.96E-28	105	Mitochondrial inner membrane protease subunit 2 OS=Danio rerio OX=7955 GN=immp2l PE=2 SV=1
Ss04g01780.1	Q7Y0V7|ROC6_ORYSJ	50.448	781	29	752	90	865	0	698	Homeobox-leucine zipper protein ROC6 OS=Oryza sativa subsp. japonica OX=39947 GN=ROC6 PE=2 SV=2
Ss07g20950.1	Q94AG6|SAMC1_ARATH	76.95	282	6	287	44	324	1.11E-155	440	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SAMC1 PE=1 SV=1
Ss07g20960.1	Q8RWB1|SRL1_ARATH	64.5	200	2	178	14	209	3.51E-81	248	Pre-mRNA splicing factor SR-like 1 OS=Arabidopsis thaliana OX=3702 GN=SRL1 PE=1 SV=1
Ss04g02270.1	P51428|RT10_PEA	55.882	102	41	142	24	107	3.83E-30	108	Ribosomal protein S10, mitochondrial OS=Pisum sativum OX=3888 GN=RPS10 PE=2 SV=1
Ss04g02250.1	Q9LTH8|ACH11_ARATH	49.727	366	6	360	2	364	1.08E-129	378	1-aminocyclopropane-1-carboxylate oxidase homolog 11 OS=Arabidopsis thaliana OX=3702 GN=At5g59530 PE=2 SV=1
Ss04g02230.1	Q9SDZ9|PPAF2_IPOBA	65.502	458	3	455	1	458	0	630	Purple acid phosphatase 2 OS=Ipomoea batatas OX=4120 GN=PAP2 PE=1 SV=1
Ss04g02220.1	Q9SHY2|YSL7_ARATH	61.864	118	1	118	95	211	1.60E-42	152	Probable metal-nicotianamine transporter YSL7 OS=Arabidopsis thaliana OX=3702 GN=YSL7 PE=2 SV=1
Ss04g02210.1	Q9SHY2|YSL7_ARATH	56.542	214	1	213	329	533	1.21E-80	256	Probable metal-nicotianamine transporter YSL7 OS=Arabidopsis thaliana OX=3702 GN=YSL7 PE=2 SV=1
Ss04g02280.1	Q9FVS1|FBK23_ARATH	30.189	212	15	218	72	269	6.20E-20	89.7	F-box/kelch-repeat protein At1g57790 OS=Arabidopsis thaliana OX=3702 GN=At1g57790 PE=2 SV=1
Ss10g04740.1	P93194|RPK1_IPONI	38.859	1104	12	1067	9	1094	0	680	Receptor-like protein kinase OS=Ipomoea nil OX=35883 GN=INRPK1 PE=2 SV=2
Ss05g20870.1	Q9FR99|ACCO_MUSAC	72.816	309	186	489	1	305	1.20E-158	455	1-aminocyclopropane-1-carboxylate oxidase OS=Musa acuminata OX=4641 GN=MAO1B PE=3 SV=1
Ss05g20840.1	Q5ZC87|HAK3_ORYSJ	70.992	786	22	800	31	808	0	1145	Probable potassium transporter 3 OS=Oryza sativa subsp. japonica OX=39947 GN=HAK3 PE=2 SV=1
Ss05g20850.1	Q29AU6|RUMI_DROPS	25.648	347	65	397	63	395	8.93E-25	108	O-glucosyltransferase rumi OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=rumi PE=3 SV=1
Ss05g20900.1	Q6ETW4|PMEI8_ORYSJ	40.127	157	16	170	27	183	2.19E-31	114	Pectinesterase inhibitor 8 OS=Oryza sativa subsp. japonica OX=39947 GN=PMEI8 PE=2 SV=1
Ss05g20910.1	Q9SW96|SYNC1_ARATH	68.063	573	1	556	1	572	0	804	Asparagine--tRNA ligase, cytoplasmic 1 OS=Arabidopsis thaliana OX=3702 GN=SYNC1 PE=1 SV=1
Ss05g20890.1	Q589Y0|MAT1_TOBAC	25.683	183	114	252	265	447	6.35E-13	71.6	Phenolic glucoside malonyltransferase 1 OS=Nicotiana tabacum OX=4097 GN=mat1 PE=1 SV=1
Ss05g20920.1	Q56XP4|NHX2_ARATH	69.63	540	6	537	5	541	0	761	Sodium/hydrogen exchanger 2 OS=Arabidopsis thaliana OX=3702 GN=NHX2 PE=2 SV=2
Ss05g20930.1	Q8RWD5|SCD2_ARATH	43.345	586	1	528	1	571	7.54E-125	380	Coiled-coil domain-containing protein SCD2 OS=Arabidopsis thaliana OX=3702 GN=SCD2 PE=1 SV=1
Ss09g08350.1	Q9ZUF4|RIPK_ARATH	61.697	389	5	390	8	390	5.60E-165	476	Serine/threonine-protein kinase RIPK OS=Arabidopsis thaliana OX=3702 GN=RIPK PE=1 SV=1
Ss09g08360.1	Q80Y84|KDM5B_MOUSE	22.17	424	69	431	546	924	7.54E-11	68.6	Lysine-specific demethylase 5B OS=Mus musculus OX=10090 GN=Kdm5b PE=1 SV=1
Ss10g04760.1	O53732|UFAA1_MYCTU	40.351	285	551	815	144	425	4.44E-58	207	Tuberculostearic acid methyltransferase UfaA1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ufaA1 PE=1 SV=3
Ss05g22130.1	P33679|ZEAM_MAIZE	72.941	85	17	97	68	152	2.81E-34	121	Zeamatin OS=Zea mays OX=4577 GN=Zlp PE=1 SV=2
Ss05g22150.1	Q688Q9|GSH1A_ORYSJ	88.732	497	1	497	1	492	0	918	Glutamate--cysteine ligase A, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=GSH1-1 PE=2 SV=1
Ss05g22160.1	Q9FFJ8|LIMYB_ARATH	19.677	310	4	310	167	437	9.27E-07	53.5	L10-interacting MYB domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=LIMYB PE=1 SV=1
Ss05g22100.1	Q9FP29|KNOS1_ORYSJ	75	156	1	145	1	155	6.17E-62	195	Homeobox protein knotted-1-like 1 OS=Oryza sativa subsp. japonica OX=39947 GN=OSH6 PE=2 SV=1
Ss05g22110.1	Q9LZP8|BZP53_ARATH	47.887	142	2	143	3	141	4.15E-36	124	bZIP transcription factor 53 OS=Arabidopsis thaliana OX=3702 GN=BZIP53 PE=1 SV=1
Ss05g22180.1	Q0WP85|PP150_ARATH	52.146	466	5	437	16	470	7.30E-159	465	Pentatricopeptide repeat-containing protein At2g13420, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At2g13420 PE=2 SV=1
Ss03g25640.1	Q5EAF2|IP5PB_ARATH	58.94	302	30	331	33	330	2.80E-131	380	Type IV inositol polyphosphate 5-phosphatase 11 OS=Arabidopsis thaliana OX=3702 GN=IP5P11 PE=1 SV=1
Ss03g25650.1	Q9M2U3|ALPL_ARATH	29.45	309	57	338	62	356	1.64E-23	104	Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
Ss03g25620.1	Q9XIA7|TOM6_ARATH	51.282	39	1	39	1	39	1.29E-06	43.9	Mitochondrial import receptor subunit TOM6 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM6 PE=1 SV=1
Ss03g25630.1	Q84RR2|ARI2_ARATH	49.343	533	1	524	5	525	2.15E-180	523	Probable E3 ubiquitin-protein ligase ARI2 OS=Arabidopsis thaliana OX=3702 GN=ARI2 PE=2 SV=1
Ss03g25610.1	Q9SX85|SEC3A_ARATH	75.893	896	1	890	1	887	0	1394	Exocyst complex component SEC3A OS=Arabidopsis thaliana OX=3702 GN=SEC3A PE=1 SV=1
Ss03g25570.1	O48716|JGB_ARATH	52.163	416	6	417	12	421	4.53E-149	435	Protein JINGUBANG OS=Arabidopsis thaliana OX=3702 GN=JGB PE=1 SV=1
Ss04g12420.1	Q9FX53|TGT1_ARATH	61.389	360	10	363	61	406	1.34E-152	438	Trihelix transcription factor GT-1 OS=Arabidopsis thaliana OX=3702 GN=GT-1 PE=1 SV=1
Ss04g12430.1	Q9XFH3|MAD2_MAIZE	92.271	207	1	207	1	207	2.61E-141	395	Mitotic spindle checkpoint protein MAD2 OS=Zea mays OX=4577 GN=MAD2 PE=2 SV=1
Ss04g12410.1	Q9LU91|SKI14_ARATH	38.889	414	55	440	45	452	1.30E-78	254	F-box protein SKIP14 OS=Arabidopsis thaliana OX=3702 GN=SKIP14 PE=1 SV=1
Ss04g12460.1	Q0WVW7|RQL5_ARATH	49.837	923	7	916	2	903	0	870	ATP-dependent DNA helicase Q-like 5 OS=Arabidopsis thaliana OX=3702 GN=RECQL5 PE=2 SV=2
Ss04g12470.1	O32107|YUID_BACSU	39.865	148	9	146	6	153	3.15E-22	89.7	Uncharacterized membrane protein YuiD OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiD PE=4 SV=1
Ss04g12440.1	Q7FAH2|G3PC2_ORYSJ	94.659	337	1	337	1	337	0	660	Glyceraldehyde-3-phosphate dehydrogenase 2, cytosolic OS=Oryza sativa subsp. japonica OX=39947 GN=GAPC2 PE=1 SV=1
Ss04g12450.1	Q9LK27|GTE8_ARATH	38.978	744	93	778	1	711	1.55E-106	348	Transcription factor GTE8 OS=Arabidopsis thaliana OX=3702 GN=GTE8 PE=2 SV=2
Ss04g12480.1	Q7XUG1|MASY_ORYSJ	84.183	569	1	559	1	567	0	917	Malate synthase OS=Oryza sativa subsp. japonica OX=39947 GN=MS PE=2 SV=1
Ss04g12490.1	Q9LK31|Y3272_ARATH	61.985	413	13	424	17	426	0	558	Kelch repeat-containing protein At3g27220 OS=Arabidopsis thaliana OX=3702 GN=At3g27220 PE=2 SV=1
Ss08g04420.1	Q9LXU9|IRKI_ARATH	49.033	569	32	581	17	558	2.40E-171	500	IRK-interacting protein OS=Arabidopsis thaliana OX=3702 GN=IRKI PE=1 SV=1
Ss08g04410.1	Q8RWR1|JMJ30_ARATH	52.439	410	10	403	19	420	2.96E-142	415	Lysine-specific demethylase JMJ30 OS=Arabidopsis thaliana OX=3702 GN=JMJ30 PE=1 SV=1
Ss08g04340.1	A3C057|SPL17_ORYSJ	59.686	382	20	379	17	392	1.26E-137	400	Squamosa promoter-binding-like protein 17 OS=Oryza sativa subsp. japonica OX=39947 GN=SPL17 PE=2 SV=2
Ss08g04360.1	Q84YK7|BGL27_ORYSJ	72.407	482	25	505	19	499	0	745	Beta-glucosidase 27 OS=Oryza sativa subsp. japonica OX=39947 GN=BGLU27 PE=2 SV=1
Ss08g04350.1	Q6DGZ0|GPT11_DANRE	31.599	269	8	248	4	260	4.19E-22	94.7	G patch domain-containing protein 11 OS=Danio rerio OX=7955 GN=gpatch11 PE=2 SV=1
Ss08g04380.1	Q84YK8|LOXC2_ORYSJ	74.167	840	86	914	103	941	0	1286	Probable lipoxygenase 8, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CM-LOX2 PE=2 SV=1
Ss08g04370.1	Q84YK7|BGL27_ORYSJ	71.369	482	24	504	19	499	0	742	Beta-glucosidase 27 OS=Oryza sativa subsp. japonica OX=39947 GN=BGLU27 PE=2 SV=1
Ss08g04400.1	O23116|EIL3_ARATH	66.038	318	24	335	24	337	1.02E-135	410	ETHYLENE INSENSITIVE 3-like 3 protein OS=Arabidopsis thaliana OX=3702 GN=EIL3 PE=1 SV=1
Ss08g04390.1	Q52MZ2|TGA10_TOBAC	56.512	430	52	452	88	506	3.79E-158	460	bZIP transcription factor TGA10 OS=Nicotiana tabacum OX=4097 GN=TGA10 PE=1 SV=1
Ss11g17340.1	Q6ESZ9|SDC1_ORYSJ	85.361	485	1	479	1	482	0	849	Serine decarboxylase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=SDC1 PE=3 SV=1
Ss11g17370.1	Q6ZGL9|SIP1_ORYSJ	70.769	130	18	123	2	131	1.96E-39	137	Signal peptide peptidase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=SPP1 PE=2 SV=1
Ss11g17380.1	Q5NBI2|ARP6_ORYSJ	68.868	106	31	122	287	392	4.83E-43	149	Actin-related protein 6 OS=Oryza sativa subsp. japonica OX=39947 GN=ARP6 PE=2 SV=1
Ss01g00310.1	P12862|ATPAM_WHEAT	91.304	46	50	95	464	509	7.04E-20	85.5	ATP synthase subunit alpha, mitochondrial OS=Triticum aestivum OX=4565 GN=ATPA PE=3 SV=1
Ss01g00320.1	Q9C7C1|TET6_ARATH	63.028	284	4	286	2	282	3.40E-117	340	Tetraspanin-6 OS=Arabidopsis thaliana OX=3702 GN=TET6 PE=2 SV=1
Ss01g00350.1	Q27GI3|NAT6_ARATH	40.639	219	2	138	5	223	6.32E-39	141	Nucleobase-ascorbate transporter 6 OS=Arabidopsis thaliana OX=3702 GN=NAT6 PE=2 SV=2
Ss01g00340.1	Q6L4L4|SIZ1_ORYSJ	70.615	878	1	871	1	875	0	1256	E3 SUMO-protein ligase SIZ1 OS=Oryza sativa subsp. japonica OX=39947 GN=SIZ1 PE=1 SV=1
Ss01g00390.1	Q9SF32|IQD1_ARATH	41.286	482	1	455	1	443	1.59E-83	268	Protein IQ-DOMAIN 1 OS=Arabidopsis thaliana OX=3702 GN=IQD1 PE=1 SV=1
Ss01g00380.1	Q75L84|GT43A_ORYSJ	76.075	372	4	366	10	371	4.17E-163	464	Probable beta-1,4-xylosyltransferase GT43A OS=Oryza sativa subsp. japonica OX=39947 GN=GT43A PE=2 SV=1
Ss11g00740.1	Q9FL28|FLS2_ARATH	34.831	1157	29	1087	28	1159	4.68E-175	548	LRR receptor-like serine/threonine-protein kinase FLS2 OS=Arabidopsis thaliana OX=3702 GN=FLS2 PE=1 SV=1
Ss11g00730.1	Q5Z5Q3|C3H43_ORYSJ	59.322	59	94	152	652	710	4.02E-16	77.8	Zinc finger CCCH domain-containing protein 43 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0520600 PE=2 SV=1
Ss11g00720.1	Q9LHP4|RCH2_ARATH	37.063	429	2	422	266	684	1.66E-57	207	Receptor-like protein kinase 2 OS=Arabidopsis thaliana OX=3702 GN=RCH2 PE=1 SV=1
Ss11g00690.1	C0LGP4|Y3475_ARATH	38.42	937	193	1095	88	1005	0	565	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana OX=3702 GN=At3g47570 PE=2 SV=1
Ss11g00680.1	Q0JA29|FLS2_ORYSJ	36	375	2	323	435	802	1.13E-55	199	LRR receptor-like serine/threonine-protein kinase FLS2 OS=Oryza sativa subsp. japonica OX=39947 GN=FLS2 PE=1 SV=1
Ss11g00760.1	Q9LIN3|RZ1A_ARATH	75	48	19	66	37	84	1.59E-17	79.7	Glycine-rich RNA-binding protein RZ1A OS=Arabidopsis thaliana OX=3702 GN=RZ1A PE=1 SV=1
Ss06g00380.1	Q5VRH4|HGD_ORYSJ	88.276	435	17	448	24	458	0	792	Homogentisate 1,2-dioxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=HGO PE=2 SV=1
Ss06g00370.1	Q6ZI17|OML2_ORYSJ	80.869	852	1	845	1	846	0	1408	Protein MEI2-like 2 OS=Oryza sativa subsp. japonica OX=39947 GN=ML2 PE=2 SV=1
Ss06g00340.1	Q9FFJ8|LIMYB_ARATH	26.277	137	8	144	4	139	1.58E-16	82.4	L10-interacting MYB domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=LIMYB PE=1 SV=1
Ss06g00330.1	Q9M2U3|ALPL_ARATH	28.358	201	71	246	67	247	1.82E-08	58.2	Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
Ss06g00360.1	Q9SND9|Y3028_ARATH	33.864	440	24	458	24	438	4.77E-75	245	Uncharacterized acetyltransferase At3g50280 OS=Arabidopsis thaliana OX=3702 GN=At3g50280 PE=3 SV=1
Ss06g00350.1	Q9SND9|Y3028_ARATH	32.877	438	29	436	22	438	5.13E-64	216	Uncharacterized acetyltransferase At3g50280 OS=Arabidopsis thaliana OX=3702 GN=At3g50280 PE=3 SV=1
Ss06g00290.1	Q940T9|COL4_ARATH	31.214	173	108	268	192	357	1.61E-12	70.5	Zinc finger protein CONSTANS-LIKE 4 OS=Arabidopsis thaliana OX=3702 GN=COL4 PE=2 SV=2
Ss06g19250.1	Q9SYD0|FBX10_ARATH	31.111	90	19	108	6	85	1.46E-07	52	Putative F-box only protein 10 OS=Arabidopsis thaliana OX=3702 GN=FBX10 PE=4 SV=1
Ss06g19260.1	O14053|UTP21_SCHPO	30.946	698	121	795	228	880	1.47E-95	321	U3 small nucleolar RNA-associated protein 21 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1672.07 PE=3 SV=1
Ss06g19270.1	Q9M8L9|AVT6E_ARATH	61.771	497	1	484	1	489	0	573	Amino acid transporter AVT6E OS=Arabidopsis thaliana OX=3702 GN=AVT6E PE=2 SV=1
Ss06g19280.1	Q67WM9|OS9_ORYSJ	75.636	275	25	299	27	298	5.22E-159	447	Protein OS-9 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=OS9 PE=2 SV=1
Ss06g19210.1	Q7Y618|YCX1_CALFG	81.967	61	1	51	1	61	1.74E-25	92.4	Uncharacterized 8.8 kDa protein in rps12-tRNA-Val intergenic region OS=Calycanthus floridus var. glaucus OX=212734 PE=4 SV=1
Ss06g19220.1	P21616|AVP_VIGRR	89.398	764	1	763	1	764	0	1371	Pyrophosphate-energized vacuolar membrane proton pump OS=Vigna radiata var. radiata OX=3916 PE=1 SV=4
Ss06g19290.1	F4JLM5|SYIC_ARATH	67.615	1195	1	1172	1	1189	0	1686	Isoleucine--tRNA ligase, cytoplasmic OS=Arabidopsis thaliana OX=3702 GN=At4g10320 PE=2 SV=1
Ss03g31290.1	Q41495|ST14_SOLTU	50.365	137	51	185	78	214	9.27E-45	150	STS14 protein OS=Solanum tuberosum OX=4113 GN=STS14 PE=2 SV=1
Ss03g31280.1	O22227|MIZ1_ARATH	34.426	183	64	226	129	297	9.12E-17	80.5	Protein MIZU-KUSSEI 1 OS=Arabidopsis thaliana OX=3702 GN=MIZ1 PE=1 SV=1
Ss03g27490.1	Q8LGA5|ATL31_ARATH	48.864	88	3	79	109	195	4.59E-20	86.7	E3 ubiquitin-protein ligase ATL31 OS=Arabidopsis thaliana OX=3702 GN=ATL31 PE=1 SV=2
Ss02g07810.1	Q9M9A8|APCB1_ARATH	45.238	630	1	606	1	581	2.21E-173	507	Aspartyl protease APCB1 OS=Arabidopsis thaliana OX=3702 GN=APCB1 PE=1 SV=1
Ss02g07820.1	Q9LS46|ALMT9_ARATH	60.19	525	50	566	57	578	0	612	Aluminum-activated malate transporter 9 OS=Arabidopsis thaliana OX=3702 GN=ALMT9 PE=2 SV=1
Ss02g07830.1	O42877|FCF2_SCHPO	45.69	116	62	174	104	218	9.02E-31	114	rRNA-processing protein fcf2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fcf2 PE=3 SV=1
Ss02g07850.1	Q6YWQ4|HAK25_ORYSJ	84.496	774	1	769	1	770	0	1290	Potassium transporter 25 OS=Oryza sativa subsp. japonica OX=39947 GN=HAK25 PE=2 SV=1
Ss02g07860.1	Q2QWK9|TPS1_ORYSJ	83.367	493	39	531	52	544	0	833	Probable thiamine biosynthetic bifunctional enzyme, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0192500 PE=2 SV=2
Ss02g07870.1	Q9SU63|AL2B4_ARATH	73.953	549	1	548	1	538	0	851	Aldehyde dehydrogenase family 2 member B4, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH2B4 PE=1 SV=1
Ss02g07880.1	Q9XF63|ATL3_ARATH	40.964	83	58	140	102	184	1.54E-18	83.6	RING-H2 finger protein ATL3 OS=Arabidopsis thaliana OX=3702 GN=ATL3 PE=2 SV=1
Ss02g07890.1	Q6YWR4|HOX16_ORYSJ	70.262	343	1	316	1	343	9.67E-133	384	Homeobox-leucine zipper protein HOX16 OS=Oryza sativa subsp. japonica OX=39947 GN=HOX16 PE=2 SV=1
Ss02g07900.1	B6TVL4|CAS_MAIZE	74.184	337	54	385	62	395	1.34E-161	462	Calcium sensing receptor, chloroplastic OS=Zea mays OX=4577 PE=1 SV=1
Ss01g25490.1	P0C325|NU4C_ORYSJ	94.882	254	1	254	247	500	6.13E-156	446	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ndhD PE=2 SV=1
Ss01g25500.1	Q8S3D2|BH087_ARATH	58.042	143	221	358	195	334	5.35E-46	165	Transcription factor bHLH87 OS=Arabidopsis thaliana OX=3702 GN=BHLH87 PE=1 SV=1
Ss01g25470.1	Q94EC4|MST8_ORYSJ	81.092	513	1	512	1	513	0	853	Sugar transport protein MST8 OS=Oryza sativa subsp. japonica OX=39947 GN=MST8 PE=2 SV=2
Ss01g25450.1	Q9CAI1|DRG2_ARATH	91.709	398	1	398	1	398	0	771	Developmentally-regulated G-protein 2 OS=Arabidopsis thaliana OX=3702 GN=DRG2 PE=2 SV=1
Ss01g25460.1	Q9LRW1|LBD22_ARATH	50.476	105	40	144	36	140	5.26E-31	118	LOB domain-containing protein 22 OS=Arabidopsis thaliana OX=3702 GN=LBD22 PE=2 SV=1
Ss03g25040.1	Q2QS13|UGDH5_ORYSJ	88.333	480	1	480	1	480	0	898	UDP-glucose 6-dehydrogenase 5 OS=Oryza sativa subsp. japonica OX=39947 GN=UGD5 PE=2 SV=1
Ss03g25000.1	B4FNK8|CM1_MAIZE	75.481	208	1	206	105	312	3.77E-110	320	Chorismate mutase 1, chloroplastic OS=Zea mays OX=4577 GN=CM1 PE=1 SV=1
Ss03g25030.1	Q39092|ZAT1_ARATH	25.887	282	29	260	1	265	4.90E-09	59.3	Zinc finger protein ZAT1 OS=Arabidopsis thaliana OX=3702 GN=ZAT1 PE=2 SV=1
Ss03g25020.1	Q0WV13|GAUTD_ARATH	72.233	533	1	531	1	533	0	806	Probable galacturonosyltransferase 13 OS=Arabidopsis thaliana OX=3702 GN=GAUT13 PE=2 SV=1
Ss05g06700.1	Q6AUW3|HS223_ORYSJ	76.562	192	1	182	1	192	1.47E-91	269	22.3 kDa class VI heat shock protein OS=Oryza sativa subsp. japonica OX=39947 GN=HSP22.3 PE=2 SV=1
Ss05g06730.1	Q58DF3|TRABD_BOVIN	32.313	294	135	404	69	352	1.06E-23	104	TraB domain-containing protein OS=Bos taurus OX=9913 GN=TRABD PE=2 SV=1
Ss02g33570.1	Q8LE10|HA22I_ARATH	49.013	304	5	277	1	289	2.12E-89	270	HVA22-like protein i OS=Arabidopsis thaliana OX=3702 GN=HVA22I PE=2 SV=2
Ss05g06670.1	Q8LQM5|GH31_ORYSJ	82.314	605	1	594	1	603	0	1027	Probable indole-3-acetic acid-amido synthetase GH3.1 OS=Oryza sativa subsp. japonica OX=39947 GN=GH3.1 PE=2 SV=1
Ss05g06690.1	Q9SN22|SCL32_ARATH	47.739	398	24	417	23	409	2.21E-114	343	Scarecrow-like protein 32 OS=Arabidopsis thaliana OX=3702 GN=SCL32 PE=1 SV=1
Ss02g33530.1	Q8W4G3|DTX46_ARATH	66.517	445	65	508	105	548	0	611	Protein DETOXIFICATION 46, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DTX46 PE=2 SV=1
Ss02g33520.1	Q6INR1|EIF3J_XENLA	34.184	196	2	182	10	203	5.71E-20	88.6	Eukaryotic translation initiation factor 3 subunit J OS=Xenopus laevis OX=8355 GN=eif3j PE=2 SV=1
Ss02g33550.1	O64644|SAP18_ARATH	72	125	26	149	27	151	7.51E-61	187	Histone deacetylase complex subunit SAP18 OS=Arabidopsis thaliana OX=3702 GN=At2g45640 PE=1 SV=1
Ss02g33540.1	O64642|URT1_ARATH	54.717	424	154	572	345	753	6.19E-153	460	UTP:RNA uridylyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=URT1 PE=1 SV=2
Ss02g33490.1	Q9ZPX9|KIC_ARATH	59.813	107	17	123	21	126	5.26E-38	128	Calcium-binding protein KIC OS=Arabidopsis thaliana OX=3702 GN=KIC PE=1 SV=2
