Gene	KeggOrtholog
Ss03g06370.1	K12603 CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
Ss07g17720.1	K08486 STX1B_2_3; syntaxin 1B/2/3
Ss06g13180.1	K03236 EIF1A; translation initiation factor 1A
Ss06g13190.1	K21444 PCBP3_4; poly(rC)-binding protein 3/4
Ss07g06640.1	K11364 SGF29; SAGA-associated factor 29
Ss07g06630.1	K02349 POLQ; DNA polymerase theta [EC:2.7.7.7]
Ss07g17710.1	K16085 CYP99A2_3; 9beta-pimara-7,15-diene oxidase [EC:1.14.14.111]
Ss03g19710.1	K20660 CYP709; cytochrome P450 family 709
Ss03g19750.1	K20660 CYP709; cytochrome P450 family 709
Ss03g35060.1	K00873 PK, pyk; pyruvate kinase [EC:2.7.1.40]
Ss03g35050.1	K02930 RP-L4e, RPL4; large subunit ribosomal protein L4e
Ss03g35120.1	K01695 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
Ss03g35110.1	K01695 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
Ss05g24200.1	K15501 PPP6R3, SAPS3; serine/threonine-protein phosphatase 6 regulatory subunit 3
Ss07g17670.1	K13832 aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
Ss04g12540.1	K03013 RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1
Ss07g03010.1	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
Ss07g03030.1	K22639 CYP92C5; trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]
Ss07g03040.1	K19043 RHF; E3 ubiquitin-protein ligase RHF [EC:2.3.2.27]
Ss02g14230.1	K09840 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
Ss02g14220.1	K09840 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
Ss02g14160.1	K18670 YAK1; dual specificity protein kinase YAK1 [EC:2.7.12.1]
Ss02g14180.1	K08488 STX7; syntaxin 7
Ss03g22080.1	K03881 ND4; NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]
Ss03g22050.1	K19619 TDP2; tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
Ss11g14870.1	K09285 OVM, ANT; AP2-like factor, ANT lineage
Ss11g14860.1	K14432 ABF; ABA responsive element binding factor
Ss11g14840.1	K15559 RTT103; regulator of Ty1 transposition protein 103
Ss03g16770.1	K00873 PK, pyk; pyruvate kinase [EC:2.7.1.40]
Ss07g14440.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss07g14430.1	K08064 NFYA; nuclear transcription factor Y, alpha
Ss04g00510.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss04g00530.1	K13800 CMPK1, UMPK; UMP-CMP kinase [EC:2.7.4.14]
Ss04g00570.1	K01476 E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]
Ss02g21030.1	K02918 RP-L35e, RPL35; large subunit ribosomal protein L35e
Ss02g21000.1	K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Ss03g38270.1	K20131 RABGEF1; Rab5 GDP/GTP exchange factor
Ss03g38250.1	K03083 GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]
Ss03g38230.1	K17081 PHB2; prohibitin 2
Ss03g38210.1	K01115 PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
Ss03g38290.1	K07904 RAB11A; Ras-related protein Rab-11A
Ss01g01690.1	K01590 hdc, HDC; histidine decarboxylase [EC:4.1.1.22]
Ss01g01720.1	K01590 hdc, HDC; histidine decarboxylase [EC:4.1.1.22]
Ss01g01740.1	K01590 hdc, HDC; histidine decarboxylase [EC:4.1.1.22]
Ss01g01730.1	K01590 hdc, HDC; histidine decarboxylase [EC:4.1.1.22]
Ss01g10110.1	K01711 gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
Ss05g12400.1	K14491 ARR-B; two-component response regulator ARR-B family
Ss07g31060.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss07g31080.1	K01739 metB; cystathionine gamma-synthase [EC:2.5.1.48]
Ss11g07260.1	K21026 AAE; acetylajmaline esterase [EC:3.1.1.80]
Ss07g31020.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss07g31030.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss07g31040.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss06g23400.1	K19011 OSC6; achilleol B synthase [EC:5.4.99.48]
Ss06g23380.1	K19011 OSC6; achilleol B synthase [EC:5.4.99.48]
Ss06g23370.1	K02150 ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E
Ss01g12300.1	K00422 E1.10.3.1; polyphenol oxidase [EC:1.10.3.1]
Ss01g12280.1	K00422 E1.10.3.1; polyphenol oxidase [EC:1.10.3.1]
Ss11g07240.1	K18999 CPL3_4; RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
Ss02g27330.1	K20523 SH3YL1; SH3 domain-containing YSC84-like protein 1
Ss02g27240.1	K09419 HSFF; heat shock transcription factor, other eukaryote
Ss11g07220.1	K02946 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
Ss02g27310.1	K09874 NIP; aquaporin NIP
Ss02g27280.1	K10639 CCNB1IP1, HEI10; E3 ubiquitin-protein ligase CCNP1IP1 [EC:2.3.2.27]
Ss02g27290.1	K16223 FT; protein FLOWERING LOCUS T
Ss01g17680.1	K09422 MYBP; transcription factor MYB, plant
Ss01g17650.1	K02218 CSNK1, CKI; casein kinase 1 [EC:2.7.11.1]
Ss01g17640.1	K22522 LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
Ss01g17600.1	K09422 MYBP; transcription factor MYB, plant
Ss04g01020.1	K12893 SFRS4_5_6; splicing factor, arginine/serine-rich 4/5/6
Ss04g01010.1	K09578 PIN1; peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
Ss04g01000.1	K03037 PSMD6, RPN7; 26S proteasome regulatory subunit N7
Ss04g01070.1	K05544 DUS3; tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]
Ss11g10020.1	K01627 kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
Ss11g10060.1	K08669 HTRA2, PRSS25; HtrA serine peptidase 2 [EC:3.4.21.108]
Ss11g10090.1	K10532 HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
Ss01g22210.1	K05575 ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]
Ss11g07190.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss08g18930.1	K00939 adk, AK; adenylate kinase [EC:2.7.4.3]
Ss08g18920.1	K14484 IAA; auxin-responsive protein IAA
Ss08g18980.1	K08051 PLEKHA8, FAPP2; pleckstrin homology domain containing family A member 8
Ss08g18970.1	K20359 RABAC1, PRAF1; PRA1 family protein 1
Ss04g25070.1	K09490 HSPA5, BIP; heat shock 70kDa protein 5
Ss04g25030.1	K08472 MLO; mlo protein
Ss04g25110.1	K08342 ATG4; cysteine protease ATG4 [EC:3.4.22.-]
Ss04g07570.1	K04799 FEN1, RAD2; flap endonuclease-1 [EC:3.-.-.-]
Ss04g07550.1	K03857 PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]
Ss10g17680.1	K09873 TIP; aquaporin TIP
Ss01g30530.1	K00878 thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]
Ss10g17640.1	K03017 RPB9, POLR2I; DNA-directed RNA polymerase II subunit RPB9
Ss11g07110.1	K01601 rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
Ss01g30540.1	K14972 PAXIP1, PTIP; PAX-interacting protein 1
Ss02g29020.1	K22768 MBD9; methyl-CpG-binding domain-containing protein 9 [EC:2.3.1.48]
Ss02g29070.1	K11583 PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''
Ss07g11310.1	K07198 PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
Ss05g14040.1	K12890 SFRS1, ASF, SF2; splicing factor, arginine/serine-rich 1
Ss05g13980.1	K13511 TAZ; monolysocardiolipin acyltransferase [EC:2.3.1.-]
Ss05g14000.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss05g13990.1	K14839 NOP16; nucleolar protein 16
Ss05g14010.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss10g12000.1	K14491 ARR-B; two-component response regulator ARR-B family
Ss10g12030.1	K20884 FHY; riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]
Ss10g12060.1	K22382 WDR26; WD repeat-containing protein 26
Ss05g12630.1	K14845 RAI1, DOM3Z; RAT1-interacting protein
Ss05g12580.1	K02865 RP-L10Ae, RPL10A; large subunit ribosomal protein L10Ae
Ss05g12570.1	K03094 SKP1, CBF3D; S-phase kinase-associated protein 1
Ss05g12600.1	K02202 CDK7; cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]
Ss05g12590.1	K10875 RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-]
Ss09g00470.1	K03011 RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3
Ss09g00460.1	K03011 RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3
Ss05g12650.1	K16279 KEG; E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 2.3.2.27]
Ss07g30460.1	K12875 ACIN1, ACINUS; apoptotic chromatin condensation inducer in the nucleus
Ss07g30510.1	K11308 MYST1, MOF, KAT8; histone acetyltransferase MYST1 [EC:2.3.1.48]
Ss07g30540.1	K11308 MYST1, MOF, KAT8; histone acetyltransferase MYST1 [EC:2.3.1.48]
Ss07g30530.1	K11308 MYST1, MOF, KAT8; histone acetyltransferase MYST1 [EC:2.3.1.48]
Ss05g02470.1	K02935 RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12
Ss10g06610.1	K03263 EIF5A; translation initiation factor 5A
Ss05g09770.1	K07466 RFA1, RPA1, rpa; replication factor A1
Ss10g06630.1	K15015 SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)
Ss05g09780.1	K20624 CYP94C1; 12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase / fatty acid hydroxylase [EC:1.14.14.49]
Ss02g18460.1	K03386 PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
Ss05g09750.1	K12873 BUD31, G10; bud site selection protein 31
Ss05g09760.1	K02943 RP-LP2, RPLP2; large subunit ribosomal protein LP2
Ss02g18530.1	K20725 MKS1; MAP kinase substrate 1
Ss02g18920.1	K03678 RRP45, EXOSC9; exosome complex component RRP45
Ss02g19010.1	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
Ss02g19000.1	K03660 OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
Ss09g00480.1	K14505 CYCD3; cyclin D3, plant
Ss05g20860.1	K05933 E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
Ss05g20840.1	K03549 kup; KUP system potassium uptake protein
Ss02g08680.1	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
Ss10g04700.1	K14833 NOC2; nucleolar complex protein 2
Ss02g08620.1	K05863 SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
Ss02g08640.1	K03797 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
Ss02g08650.1	K15687 MKRN; E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]
Ss09g08280.1	K14686 SLC31A1, CTR1; solute carrier family 31 (copper transporter), member 1
Ss03g27830.1	K13413 MKK4_5; mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
Ss05g12490.1	K01738 cysK; cysteine synthase [EC:2.5.1.47]
Ss06g25280.1	K12871 CCDC12; coiled-coil domain-containing protein 12
Ss03g27810.1	K14508 NPR1; regulatory protein NPR1
Ss06g25320.1	K01354 ptrB; oligopeptidase B [EC:3.4.21.83]
Ss03g33110.1	K03097 CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]
Ss03g33060.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss03g33030.1	K00472 P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]
Ss03g33040.1	K03097 CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]
Ss03g33070.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g05910.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss05g05920.1	K18660 ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
Ss05g05930.1	K20892 RAY1; beta-arabinofuranosyltransferase [EC:2.4.2.-]
Ss05g05880.1	K07198 PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
Ss05g05900.1	K01259 pip; proline iminopeptidase [EC:3.4.11.5]
Ss07g01120.1	K03263 EIF5A; translation initiation factor 5A
Ss07g01140.1	K00512 CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]
Ss07g01160.1	K00512 CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]
Ss07g01150.1	K00512 CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]
Ss02g26010.1	K15287 SLC35F1_2; solute carrier family 35, member F1/2
Ss02g26020.1	K09659 DPM3; dolichyl-phosphate mannosyltransferase polypeptide 3
Ss02g26030.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss02g26040.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss02g26000.1	K09659 DPM3; dolichyl-phosphate mannosyltransferase polypeptide 3
Ss02g26050.1	K03144 TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4
Ss02g11510.1	K09503 DNAJA2; DnaJ homolog subfamily A member 2
Ss03g09900.1	K04565 SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
Ss03g09920.1	K07374 TUBA; tubulin alpha
Ss03g09880.1	K09489 HSPA4; heat shock 70kDa protein 4
Ss03g09930.1	K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
Ss02g30370.1	K01792 E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
Ss02g30380.1	K01537 E3.6.3.8; Ca2+-transporting ATPase [EC:3.6.3.8]
Ss02g30420.1	K05768 GSN; gelsolin
Ss01g42500.1	K09422 MYBP; transcription factor MYB, plant
Ss03g18830.1	K00889 PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
Ss03g18870.1	K02996 RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9
Ss07g04470.1	K03037 PSMD6, RPN7; 26S proteasome regulatory subunit N7
Ss02g04010.1	K08835 OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
Ss02g04000.1	K17908 WIPI1_2, ATG18; autophagy-related protein 18
Ss02g04060.1	K16055 TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
Ss02g04040.1	K19044 XBAT32_33; E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]
Ss02g04080.1	K12896 SFRS7; splicing factor, arginine/serine-rich 7
Ss03g37640.1	K14004 SEC13; protein transport protein SEC13
Ss03g37630.1	K08057 CALR; calreticulin
Ss03g37710.1	K14844 PUF6; pumilio homology domain family member 6
Ss09g01610.1	K00797 speE, SRM; spermidine synthase [EC:2.5.1.16]
Ss02g22130.1	K03860 PIGQ, GPI1; phosphatidylinositol glycan, class Q
Ss09g01530.1	K02994 RP-S8, rpsH; small subunit ribosomal protein S8
Ss01g42060.1	K18468 VPS35; vacuolar protein sorting-associated protein 35
Ss07g32810.1	K00586 DPH5; diphthine methyl ester synthase [EC:2.1.1.314]
Ss07g32820.1	K00586 DPH5; diphthine methyl ester synthase [EC:2.1.1.314]
Ss07g32840.1	K12392 AP1B1; AP-1 complex subunit beta-1
Ss07g32860.1	K01001 ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
Ss07g32880.1	K11841 USP10, UBP3; ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]
Ss01g36530.1	K20457 DHFS; dihydrofolate synthase [EC:6.3.2.12]
Ss01g36520.1	K14506 JAR1_4_6; jasmonic acid-amino synthetase [EC:6.3.2.52]
Ss01g36560.1	K15382 SLC50A, SWEET; solute carrier family 50 (sugar transporter)
Ss01g36580.1	K02990 RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
Ss01g14270.1	K10712 ADO; cysteamine dioxygenase [EC:1.13.11.19]
Ss01g14280.1	K10712 ADO; cysteamine dioxygenase [EC:1.13.11.19]
Ss01g14330.1	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Ss01g14310.1	K00981 E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
Ss08g15120.1	K02527 kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
Ss08g15090.1	K00901 dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
Ss07g17690.1	K01889 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
Ss06g09320.1	K21867 AKT, KAT, GORK, SKOR; potassium channel
Ss06g09250.1	K12600 SKI3, TTC37; superkiller protein 3
Ss09g09130.1	K02709 psbH; photosystem II PsbH protein
Ss09g09120.1	K02704 psbB; photosystem II CP47 chlorophyll apoprotein
Ss08g19700.1	K20725 MKS1; MAP kinase substrate 1
Ss10g03920.1	K03012 RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4
Ss09g09080.1	K14432 ABF; ABA responsive element binding factor
Ss08g19760.1	K22450 SNAT; aralkylamine N-acetyltransferase [EC:2.3.1.87]
Ss08g19750.1	K11664 VPS72, TCFL1, YL1; vacuolar protein sorting-associated protein 72
Ss10g03690.1	K09060 GBF; plant G-box-binding factor
Ss05g23070.1	K19044 XBAT32_33; E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]
Ss05g23060.1	K19882 NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
Ss05g23130.1	K10703 HACD, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
Ss05g23120.1	K20891 GLCAT14; beta-glucuronosyltransferase [EC:2.4.1.-]
Ss04g23210.1	K15501 PPP6R3, SAPS3; serine/threonine-protein phosphatase 6 regulatory subunit 3
Ss04g23160.1	K11517 HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
Ss04g23180.1	K17839 PAO4, PAO3, PAO2; polyamine oxidase [EC:1.5.3.17 1.5.3.-]
Ss07g26070.1	K01823 idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
Ss04g11430.1	K09422 MYBP; transcription factor MYB, plant
Ss04g11410.1	K11087 SNRPD1, SMD1; small nuclear ribonucleoprotein D1
Ss06g00620.1	K11438 PRMT7; type III protein arginine methyltransferase [EC:2.1.1.321]
Ss08g00160.1	K02889 RP-L21e, RPL21; large subunit ribosomal protein L21e
Ss03g18500.1	K03232 EEF1B; elongation factor 1-beta
Ss05g09070.1	K09422 MYBP; transcription factor MYB, plant
Ss05g09090.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss05g09080.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss05g04550.1	K07897 RAB7A; Ras-related protein Rab-7A
Ss05g04560.1	K15040 VDAC2; voltage-dependent anion channel protein 2
Ss05g04520.1	K03011 RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3
Ss07g01520.1	K10777 LIG4, DNL4; DNA ligase 4 [EC:6.5.1.1]
Ss01g40530.1	K09539 DNAJC19; DnaJ homolog subfamily C member 19
Ss01g40480.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss01g40470.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss01g40500.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss06g14210.1	K02709 psbH; photosystem II PsbH protein
Ss04g00060.1	K15407 QTRTD1; queuine tRNA-ribosyltransferase subunit QTRTD1 [EC:2.4.2.29]
Ss04g00040.1	K03921 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
Ss04g00020.1	K00472 P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]
Ss04g00010.1	K15272 SLC35A1_2_3; solute carrier family 35 (UDP-sugar transporter), member A1/2/3
Ss07g07120.1	K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Ss01g07090.1	K21407 APMAP; adipocyte plasma membrane-associated protein
Ss01g07100.1	K05581 ndhJ; NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]
Ss01g07120.1	K20855 B3GALT1S; beta-1,3-galactosyltransferase 1/2/3/4/5/7/8 [EC:2.4.1.-]
Ss01g07130.1	K06638 -
Ss02g17130.1	K11842 USP12_46; ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12]
Ss02g17140.1	K13418 SERK1; somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
Ss02g17110.1	K01785 galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
Ss02g17100.1	K01051 E3.1.1.11; pectinesterase [EC:3.1.1.11]
Ss02g17080.1	K11353 NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13
Ss02g30070.1	K00960 E2.7.7.6; DNA-directed RNA polymerase [EC:2.7.7.6]
Ss11g11880.1	K20929 GLX; glyoxal/methylglyoxal oxidase [EC:1.2.3.15]
Ss11g11830.1	K01623 ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Ss11g11820.1	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
Ss11g11870.1	K01897 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Ss11g11860.1	K02155 ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit
Ss08g17090.1	K11462 EED; polycomb protein EED
Ss01g32540.1	K21777 CCNB; G2/mitotic-specific cyclin-B, other
Ss05g04050.1	K06875 PDCD5, TFAR19; programmed cell death protein 5
Ss05g04030.1	K03124 TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB
Ss02g10100.1	K01358 clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
Ss02g10080.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss02g10150.1	K10739 RFA2, RPA2; replication factor A2
Ss02g10130.1	K17508 PTC7, PPTC7; protein phosphatase PTC7 [EC:3.1.3.16]
Ss10g13460.1	K11340 ACTL6A, INO80K; actin-like protein 6A
Ss10g13490.1	K10867 NBN, NBS1; nibrin
Ss10g13520.1	K04797 pfdA, PFDN5; prefoldin alpha subunit
Ss01g18190.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss01g18200.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss01g18180.1	K05389 KCNKF; potassium channel subfamily K, other eukaryote
Ss01g18150.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss01g18160.1	K09422 MYBP; transcription factor MYB, plant
Ss06g04160.1	K16223 FT; protein FLOWERING LOCUS T
Ss06g04190.1	K16223 FT; protein FLOWERING LOCUS T
Ss06g04180.1	K16223 FT; protein FLOWERING LOCUS T
Ss02g05840.1	K06972 PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]
Ss02g05810.1	K01265 map; methionyl aminopeptidase [EC:3.4.11.18]
Ss02g05800.1	K01889 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
Ss02g05780.1	K14168 CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
Ss02g05750.1	K10875 RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-]
Ss03g30800.1	K18328 DBR1; lariat debranching enzyme [EC:3.1.-.-]
Ss03g30810.1	K14963 WDR5, SWD3, CPS30; COMPASS component SWD3
Ss07g13880.1	K10712 ADO; cysteamine dioxygenase [EC:1.13.11.19]
Ss09g14300.1	K02731 PSMA7; 20S proteasome subunit alpha 4 [EC:3.4.25.1]
Ss09g14310.1	K09422 MYBP; transcription factor MYB, plant
Ss01g04120.1	K00654 SPT; serine palmitoyltransferase [EC:2.3.1.50]
Ss03g03860.1	K14803 PTC2_3; protein phosphatase PTC2/3 [EC:3.1.3.16]
Ss02g06040.1	K02691 psaC; photosystem I subunit VII
Ss01g04310.1	K14791 PWP1; periodic tryptophan protein 1
Ss01g04330.1	K02899 RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27
Ss02g06120.1	K07374 TUBA; tubulin alpha
Ss01g04200.1	K15559 RTT103; regulator of Ty1 transposition protein 103
Ss01g04190.1	K15559 RTT103; regulator of Ty1 transposition protein 103
Ss04g18670.1	K19042 BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
Ss05g18710.1	K01762 ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
Ss04g18590.1	K05387 GRIP; glutamate receptor, ionotropic, plant
Ss05g18700.1	K03037 PSMD6, RPN7; 26S proteasome regulatory subunit N7
Ss05g18630.1	K14709 SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3
Ss02g20380.1	K03696 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
Ss02g20410.1	K13464 JAZ; jasmonate ZIM domain-containing protein
Ss07g28910.1	K02986 RP-S4, rpsD; small subunit ribosomal protein S4
Ss07g28850.1	K07964 HPSE; heparanase [EC:3.2.1.166]
Ss03g29580.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss07g28870.1	K18211 SNAP25; synaptosomal-associated protein 25
Ss10g09150.1	K00472 P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]
Ss10g09140.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
